,0,1,2,3,4,5,6,7,8,9,10,11,12
1,Write-In cells: 162,,,,,,,,,,,,
2,Overvote cells: 371,,,,,,,,,,,,
3,Bill Perkins: 0,,,,,,,,,,,,
4,William A. Allen: 1,,,,,,,,,,,,
5,Bernadette McNear: 2,,,,,,,,,,,,
6,Keith Taylor: 3,,,,,,,,,,,,
7,Athena Moore: 4,,,,,,,,,,,,
8,Billy Council: 5,,,,,,,,,,,,
9,Pierre A. Gooding: 6,,,,,,,,,,,,
10,Cordell Cleare: 7,,,,,,,,,,,,
11,Kristin Richardson Jordan: 8,,,,,,,,,,,,
12,Sheba T. Simpson-Amsterdam: 9,,,,,,,,,,,,
13,Ruth L. McDaniels: 10,,,,,,,,,,,,
14,Joshua Albert Clennon: 11,,,,,,,,,,,,
15,Mario Rosser: 12,,,,,,,,,,,,
18766,4,10.0,9.0,8.0,3.0,,,,,,,,
18767,8,11.0,12.0,7.0,5.0,,,,,,,,
18768,8,,,,,,,,,,,,
18769,9,11.0,12.0,8.0,0.0,,,,,,,,
18770,0,,,,,,,,,,,,
18771,0,,,,,,,,,,,,
18772,0,3.0,2.0,,,,,,,,,,
18773,11,12.0,10.0,,,,,,,,,,
18774,7,8.0,3.0,12.0,1.0,,,,,,,,
18775,0,4.0,8.0,3.0,7.0,,,,,,,,
18776,12,11.0,,,,,,,,,,,
18777,8,11.0,6.0,12.0,9.0,,,,,,,,
18778,11,,,,,,,,,,,,
18779,4,7.0,5.0,,,,,,,,,,
18780,3,,,,,,,,,,,,
18781,12,6.0,11.0,7.0,4.0,,,,,,,,
18782,8,9.0,10.0,11.0,1.0,,,,,,,,
18783,4,10.0,9.0,8.0,,,,,,,,,
18784,7,3.0,0.0,,,,,,,,,,
18785,0,6.0,3.0,11.0,4.0,,,,,,,,
18786,4,7.0,,,,,,,,,,,
18787,8,11.0,12.0,3.0,,,,,,,,,
18788,7,5.0,4.0,8.0,10.0,,,,,,,,
18852,3,7.0,10.0,12.0,4.0,,,,,,,,
18853,0,2.0,3.0,10.0,1.0,,,,,,,,
18854,6,7.0,8.0,9.0,10.0,,,,,,,,
18856,0,10.0,4.0,3.0,6.0,,,,,,,,
18857,11,,,,,,,,,,,,
18858,11,7.0,4.0,1.0,5.0,,,,,,,,
18859,2,,,,,,,,,,,,
18860,0,3.0,,,,,,,,,,,
18881,1,4.0,8.0,2.0,10.0,,,,,,,,
18882,0,8.0,10.0,9.0,3.0,,,,,,,,
18883,0,,,,,,,,,,,,
18884,1,,,,,,,,,,,,
18885,0,,,,,,,,,,,,
18886,0,,,,,,,,,,,,
18887,7,11.0,4.0,8.0,1.0,,,,,,,,
18888,8,4.0,10.0,0.0,,,,,,,,,
18889,0,6.0,10.0,5.0,2.0,,,,,,,,
18890,1,,,,,,,,,,,,
18927,0,3.0,1.0,4.0,6.0,,,,,,,,
18928,4,,,,,,,,,,,,
18929,9,,,,,,,,,,,,
18930,8,0.0,5.0,11.0,10.0,,,,,,,,
18931,3,8.0,6.0,4.0,7.0,,,,,,,,
18932,12,,,,,,,,,,,,
19001,3,,,,,,,,,,,,
19002,8,2.0,11.0,1.0,10.0,,,,,,,,
19003,8,6.0,12.0,4.0,2.0,,,,,,,,
19004,4,11.0,9.0,8.0,,,,,,,,,
19005,6,3.0,10.0,12.0,4.0,,,,,,,,
19006,0,,,,,,,,,,,,
19007,5,,,,,,,,,,,,
19008,0,,,,,,,,,,,,
19009,7,3.0,,,,,,,,,,,
19010,7,8.0,6.0,9.0,11.0,,,,,,,,
19011,7,4.0,10.0,2.0,1.0,,,,,,,,
19012,6,10.0,1.0,2.0,0.0,,,,,,,,
19013,0,,,,,,,,,,,,
19014,4,,,,,,,,,,,,
19015,1,8.0,6.0,,,,,,,,,,
19016,1,8.0,6.0,11.0,,,,,,,,,
19017,1,8.0,6.0,11.0,5.0,,,,,,,,
19018,6,,,,,,,,,,,,
19019,6,,,,,,,,,,,,
19020,6,,,,,,,,,,,,
19021,1,8.0,6.0,,,,,,,,,,
19022,0,7.0,11.0,3.0,9.0,,,,,,,,
19023,0,7.0,11.0,3.0,9.0,,,,,,,,
19024,7,0.0,4.0,,,,,,,,,,
19025,8,7.0,11.0,4.0,12.0,,,,,,,,
19026,8,7.0,11.0,4.0,12.0,,,,,,,,
19027,0,1.0,,,,,,,,,,,
19028,11,8.0,2.0,5.0,12.0,,,,,,,,
19030,8,2.0,10.0,9.0,4.0,,,,,,,,
19031,0,7.0,,,,,,,,,,,
19032,4,11.0,7.0,0.0,,,,,,,,,
19033,4,11.0,7.0,0.0,,,,,,,,,
19034,3,0.0,,,,,,,,,,,
19035,10,0.0,3.0,,,,,,,,,,
19036,6,11.0,8.0,4.0,3.0,,,,,,,,
19037,0,,,,,,,,,,,,
19038,0,,,,,,,,,,,,
19039,12,11.0,,,,,,,,,,,
19040,1,8.0,0.0,11.0,12.0,,,,,,,,
19041,4,0.0,9.0,,,,,,,,,,
19042,9,3.0,11.0,6.0,12.0,,,,,,,,
19043,0,7.0,11.0,4.0,3.0,,,,,,,,
19044,12,7.0,4.0,8.0,0.0,,,,,,,,
19045,4,9.0,8.0,,,,,,,,,,
19046,8,12.0,2.0,9.0,,,,,,,,,
19048,0,7.0,1.0,3.0,4.0,,,,,,,,
19049,10,2.0,,,,,,,,,,,
19050,0,,,,,,,,,,,,
19051,8,12.0,2.0,9.0,,,,,,,,,
19052,11,,,,,,,,,,,,
19053,4,8.0,10.0,2.0,9.0,,,,,,,,
19058,0,3.0,10.0,8.0,4.0,,,,,,,,
19059,12,10.0,8.0,2.0,4.0,,,,,,,,
19060,0,,,,,,,,,,,,
19061,12,11.0,1.0,4.0,10.0,,,,,,,,
19062,1,0.0,,,,,,,,,,,
19063,0,6.0,2.0,,,,,,,,,,
19064,1,0.0,10.0,3.0,,,,,,,,,
19065,8,10.0,7.0,4.0,12.0,,,,,,,,
19066,0,3.0,10.0,8.0,11.0,,,,,,,,
19067,0,12.0,7.0,3.0,10.0,,,,,,,,
19068,10,,,,,,,,,,,,
19069,0,9.0,3.0,4.0,8.0,,,,,,,,
19070,0,10.0,3.0,4.0,1.0,,,,,,,,
19071,1,4.0,7.0,0.0,12.0,,,,,,,,
19072,1,7.0,,,,,,,,,,,
19073,1,4.0,7.0,10.0,0.0,,,,,,,,
19074,0,10.0,3.0,,,,,,,,,,
19075,12,3.0,10.0,8.0,0.0,,,,,,,,
19076,8,0.0,9.0,10.0,2.0,,,,,,,,
19077,0,10.0,,,,,,,,,,,
19078,1,6.0,10.0,7.0,4.0,,,,,,,,
19079,3,0.0,5.0,4.0,9.0,,,,,,,,
19080,0,,,,,,,,,,,,
19081,0,10.0,6.0,3.0,9.0,,,,,,,,
19082,0,3.0,1.0,6.0,4.0,,,,,,,,
19083,0,3.0,10.0,4.0,11.0,,,,,,,,
19084,7,10.0,8.0,11.0,0.0,,,,,,,,
19085,0,10.0,3.0,,,,,,,,,,
19086,8,4.0,5.0,0.0,9.0,,,,,,,,
19087,4,,,,,,,,,,,,
19088,0,8.0,11.0,,,,,,,,,,
19089,0,3.0,12.0,4.0,2.0,,,,,,,,
19090,12,1.0,4.0,0.0,9.0,,,,,,,,
19091,1,,,,,,,,,,,,
19092,0,4.0,3.0,10.0,,,,,,,,,
19093,0,9.0,4.0,1.0,3.0,,,,,,,,
19094,0,3.0,8.0,,,,,,,,,,
19095,8,10.0,0.0,4.0,12.0,,,,,,,,
19096,4,10.0,0.0,1.0,3.0,,,,,,,,
19097,0,6.0,11.0,7.0,,,,,,,,,
19098,0,12.0,3.0,10.0,,,,,,,,,
19099,1,,,,,,,,,,,,
19100,0,12.0,3.0,10.0,,,,,,,,,
19102,10,4.0,7.0,9.0,1.0,,,,,,,,
19103,0,1.0,10.0,3.0,11.0,,,,,,,,
19104,4,12.0,7.0,6.0,,,,,,,,,
19105,11,6.0,9.0,4.0,10.0,,,,,,,,
19106,12,11.0,4.0,7.0,3.0,,,,,,,,
19107,12,3.0,10.0,1.0,9.0,,,,,,,,
19109,1,0.0,10.0,,,,,,,,,,
19170,3,0.0,1.0,5.0,6.0,,,,,,,,
19171,0,6.0,9.0,2.0,,,,,,,,,
19172,4,1.0,7.0,3.0,8.0,,,,,,,,
19173,8,11.0,12.0,4.0,3.0,,,,,,,,
19174,7,6.0,4.0,3.0,,,,,,,,,
19175,6,7.0,3.0,9.0,8.0,,,,,,,,
19176,0,,,,,,,,,,,,
19177,3,4.0,,,,,,,,,,,
19178,8,11.0,3.0,,,,,,,,,,
19179,0,6.0,,,,,,,,,,,
19180,4,7.0,10.0,2.0,9.0,,,,,,,,
19181,7,0.0,4.0,10.0,3.0,,,,,,,,
19183,0,8.0,3.0,10.0,7.0,,,,,,,,
19264,0,,,,,,,,,,,,
19266,10,5.0,9.0,4.0,1.0,,,,,,,,
19268,0,,,,,,,,,,,,
19269,0,,,,,,,,,,,,
19270,0,,,,,,,,,,,,
19271,7,,,,,,,,,,,,
19273,0,12.0,1.0,4.0,,,,,,,,,
19275,12,11.0,6.0,2.0,,,,,,,,,
19276,10,,,,,,,,,,,,
19277,0,8.0,4.0,10.0,9.0,,,,,,,,
19278,11,4.0,10.0,0.0,8.0,,,,,,,,
19279,4,3.0,6.0,,,,,,,,,,
19280,7,12.0,,,,,,,,,,,
19281,0,10.0,8.0,3.0,4.0,,,,,,,,
19282,4,3.0,12.0,6.0,9.0,,,,,,,,
19285,0,8.0,11.0,3.0,12.0,,,,,,,,
19286,3,4.0,12.0,5.0,6.0,,,,,,,,
19287,4,2.0,0.0,9.0,10.0,,,,,,,,
19288,4,3.0,12.0,6.0,9.0,,,,,,,,
19290,4,11.0,9.0,6.0,0.0,,,,,,,,
19291,9,11.0,6.0,4.0,0.0,,,,,,,,
19292,6,,,,,,,,,,,,
19293,0,,,,,,,,,,,,
19294,0,,,,,,,,,,,,
19297,0,10.0,8.0,4.0,3.0,,,,,,,,
19298,9,12.0,7.0,5.0,,,,,,,,,
19299,8,10.0,12.0,,,,,,,,,,
19300,5,10.0,11.0,0.0,,,,,,,,,
19301,1,,,,,,,,,,,,
19302,5,12.0,10.0,0.0,9.0,,,,,,,,
19303,12,4.0,11.0,3.0,,,,,,,,,
19304,0,11.0,8.0,4.0,6.0,,,,,,,,
19305,7,1.0,,,,,,,,,,,
19306,0,8.0,2.0,3.0,10.0,,,,,,,,
19307,12,11.0,7.0,8.0,10.0,,,,,,,,
19308,4,0.0,7.0,8.0,6.0,,,,,,,,
19309,12,0.0,11.0,1.0,6.0,,,,,,,,
19310,0,,,,,,,,,,,,
19311,0,8.0,2.0,3.0,10.0,,,,,,,,
19312,12,8.0,,,,,,,,,,,
19313,12,8.0,4.0,,,,,,,,,,
19314,8,6.0,4.0,12.0,,,,,,,,,
19315,4,8.0,12.0,3.0,9.0,,,,,,,,
19316,8,,,,,,,,,,,,
19317,8,,,,,,,,,,,,
19318,10,12.0,3.0,0.0,7.0,,,,,,,,
19319,8,,,,,,,,,,,,
19320,12,,,,,,,,,,,,
19321,12,1.0,4.0,,,,,,,,,,
19322,0,10.0,,,,,,,,,,,
19323,12,,,,,,,,,,,,
19324,0,,,,,,,,,,,,
19325,0,1.0,,,,,,,,,,,
19326,3,,,,,,,,,,,,
19327,0,4.0,10.0,2.0,8.0,,,,,,,,
19328,3,,,,,,,,,,,,
19329,0,4.0,7.0,10.0,11.0,,,,,,,,
19330,0,3.0,,,,,,,,,,,
19331,0,8.0,,,,,,,,,,,
19332,0,3.0,10.0,,,,,,,,,,
19333,0,5.0,6.0,,,,,,,,,,
19334,8,4.0,2.0,10.0,3.0,,,,,,,,
19335,4,10.0,12.0,6.0,8.0,,,,,,,,
19336,8,0.0,,,,,,,,,,,
19337,3,10.0,12.0,9.0,2.0,,,,,,,,
19338,12,5.0,,,,,,,,,,,
19339,11,4.0,,,,,,,,,,,
19341,8,0.0,9.0,4.0,6.0,,,,,,,,
19342,5,8.0,4.0,6.0,,,,,,,,,
19343,8,12.0,3.0,0.0,,,,,,,,,
19344,0,10.0,1.0,8.0,6.0,,,,,,,,
19400,0,,,,,,,,,,,,
19618,4,8.0,7.0,0.0,3.0,,,,,,,,
19619,3,1.0,7.0,4.0,,,,,,,,,
19620,3,4.0,1.0,7.0,,,,,,,,,
19621,1,9.0,10.0,2.0,8.0,,,,,,,,
19622,0,7.0,1.0,4.0,3.0,,,,,,,,
19623,7,1.0,8.0,10.0,2.0,,,,,,,,
19624,4,1.0,11.0,12.0,,,,,,,,,
19625,11,3.0,1.0,6.0,4.0,,,,,,,,
19626,1,4.0,2.0,10.0,9.0,,,,,,,,
19629,1,10.0,7.0,0.0,4.0,,,,,,,,
19630,7,4.0,1.0,3.0,0.0,,,,,,,,
19631,0,3.0,8.0,,,,,,,,,,
19632,4,8.0,7.0,0.0,3.0,,,,,,,,
19633,0,,,,,,,,,,,,
19634,12,0.0,7.0,3.0,4.0,,,,,,,,
19635,0,8.0,1.0,4.0,,,,,,,,,
19636,4,7.0,12.0,0.0,,,,,,,,,
19637,5,9.0,8.0,11.0,0.0,,,,,,,,
19638,3,0.0,6.0,,,,,,,,,,
19639,0,,,,,,,,,,,,
19640,11,9.0,12.0,6.0,3.0,,,,,,,,
19641,3,0.0,,,,,,,,,,,
19642,10,,,,,,,,,,,,
19643,4,8.0,11.0,10.0,9.0,,,,,,,,
19644,0,2.0,4.0,8.0,,,,,,,,,
19645,0,,,,,,,,,,,,
19646,7,0.0,4.0,3.0,12.0,,,,,,,,
19647,0,3.0,1.0,4.0,8.0,,,,,,,,
19648,0,,,,,,,,,,,,
19649,3,0.0,2.0,5.0,,,,,,,,,
19755,0,4.0,,,,,,,,,,,
19805,0,,,,,,,,,,,,
19806,1,11.0,,,,,,,,,,,
19807,1,0.0,8.0,,,,,,,,,,
19808,0,,,,,,,,,,,,
19809,3,0.0,,,,,,,,,,,
19810,10,0.0,3.0,,,,,,,,,,
19811,8,11.0,12.0,9.0,7.0,,,,,,,,
19812,11,10.0,3.0,4.0,9.0,,,,,,,,
19813,8,1.0,,,,,,,,,,,
19815,7,8.0,,,,,,,,,,,
19816,8,10.0,7.0,4.0,,,,,,,,,
19818,1,7.0,0.0,4.0,11.0,,,,,,,,
19819,7,4.0,9.0,10.0,8.0,,,,,,,,
19820,3,0.0,,,,,,,,,,,
19821,1,4.0,,,,,,,,,,,
19822,3,1.0,4.0,10.0,2.0,,,,,,,,
19823,10,3.0,9.0,4.0,0.0,,,,,,,,
19824,0,9.0,10.0,2.0,4.0,,,,,,,,
19952,8,10.0,12.0,,,,,,,,,,
19953,10,11.0,8.0,9.0,,,,,,,,,
19954,11,10.0,8.0,9.0,12.0,,,,,,,,
19955,11,4.0,12.0,8.0,7.0,,,,,,,,
19956,7,,,,,,,,,,,,
19957,1,0.0,,,,,,,,,,,
19958,11,4.0,12.0,8.0,7.0,,,,,,,,
19959,7,,,,,,,,,,,,
19994,0,4.0,6.0,8.0,12.0,,,,,,,,
19995,1,,,,,,,,,,,,
19997,7,0.0,11.0,3.0,4.0,,,,,,,,
19999,3,,,,,,,,,,,,
20000,10,9.0,2.0,4.0,8.0,,,,,,,,
20001,0,,,,,,,,,,,,
20002,1,6.0,12.0,7.0,4.0,,,,,,,,
20003,7,3.0,11.0,1.0,6.0,,,,,,,,
20004,1,0.0,10.0,3.0,2.0,,,,,,,,
20005,8,9.0,2.0,10.0,4.0,,,,,,,,
20007,7,4.0,3.0,1.0,12.0,,,,,,,,
20008,11,,,,,,,,,,,,
20009,9,4.0,8.0,7.0,,,,,,,,,
20010,11,8.0,5.0,3.0,12.0,,,,,,,,
20011,4,6.0,8.0,2.0,12.0,,,,,,,,
20012,4,8.0,2.0,10.0,9.0,,,,,,,,
20013,7,4.0,3.0,12.0,2.0,,,,,,,,
20014,0,,,,,,,,,,,,
20015,0,4.0,10.0,3.0,8.0,,,,,,,,
20016,0,4.0,7.0,5.0,10.0,,,,,,,,
20017,12,,,,,,,,,,,,
20018,4,3.0,,,,,,,,,,,
20020,3,,,,,,,,,,,,
20021,12,3.0,,,,,,,,,,,
20022,7,,,,,,,,,,,,
20023,3,6.0,7.0,4.0,0.0,,,,,,,,
20024,4,8.0,2.0,10.0,0.0,,,,,,,,
20025,0,3.0,2.0,10.0,4.0,,,,,,,,
20026,6,1.0,2.0,12.0,9.0,,,,,,,,
20027,2,1.0,3.0,0.0,5.0,,,,,,,,
20028,0,,,,,,,,,,,,
20029,1,,,,,,,,,,,,
20030,1,10.0,0.0,,,,,,,,,,
20035,7,0.0,8.0,3.0,4.0,,,,,,,,
20036,4,0.0,9.0,8.0,10.0,,,,,,,,
20037,8,12.0,,,,,,,,,,,
20038,3,7.0,,,,,,,,,,,
20039,8,12.0,,,,,,,,,,,
20040,3,7.0,0.0,,,,,,,,,,
20041,8,11.0,,,,,,,,,,,
20042,3,6.0,1.0,0.0,,,,,,,,,
20043,8,7.0,,,,,,,,,,,
20044,0,3.0,,,,,,,,,,,
20045,0,5.0,10.0,1.0,,,,,,,,,
20049,8,12.0,11.0,,,,,,,,,,
20050,0,7.0,4.0,6.0,10.0,,,,,,,,
20051,0,6.0,3.0,10.0,1.0,,,,,,,,
20052,3,9.0,7.0,5.0,,,,,,,,,
20053,8,10.0,,,,,,,,,,,
20054,10,4.0,9.0,11.0,6.0,,,,,,,,
20055,8,12.0,11.0,,,,,,,,,,
20056,8,7.0,6.0,4.0,12.0,,,,,,,,
20057,0,2.0,12.0,10.0,1.0,,,,,,,,
20058,0,7.0,4.0,,,,,,,,,,
20059,11,,,,,,,,,,,,
20060,3,7.0,9.0,,,,,,,,,,
20061,8,,,,,,,,,,,,
20062,0,7.0,6.0,8.0,3.0,,,,,,,,
20063,4,7.0,,,,,,,,,,,
20064,0,10.0,3.0,4.0,6.0,,,,,,,,
20065,7,3.0,10.0,,,,,,,,,,
20066,3,4.0,1.0,,,,,,,,,,
20067,11,12.0,8.0,4.0,3.0,,,,,,,,
20068,0,11.0,10.0,,,,,,,,,,
20069,8,10.0,3.0,9.0,1.0,,,,,,,,
20070,9,7.0,10.0,2.0,8.0,,,,,,,,
20071,4,10.0,3.0,7.0,8.0,,,,,,,,
20072,12,7.0,11.0,,,,,,,,,,
20073,3,10.0,0.0,11.0,8.0,,,,,,,,
20141,11,7.0,8.0,12.0,3.0,,,,,,,,
20142,7,11.0,4.0,8.0,,,,,,,,,
20143,8,9.0,4.0,3.0,,,,,,,,,
20144,3,0.0,11.0,10.0,1.0,,,,,,,,
20145,3,10.0,12.0,,,,,,,,,,
20146,0,7.0,,,,,,,,,,,
20147,11,7.0,12.0,5.0,8.0,,,,,,,,
20148,4,10.0,11.0,0.0,3.0,,,,,,,,
20149,0,4.0,10.0,2.0,,,,,,,,,
20151,6,7.0,10.0,9.0,11.0,,,,,,,,
20153,8,4.0,3.0,0.0,,,,,,,,,
20154,12,9.0,5.0,4.0,6.0,,,,,,,,
20155,8,4.0,3.0,0.0,,,,,,,,,
20156,8,7.0,12.0,,,,,,,,,,
20157,7,11.0,6.0,10.0,9.0,,,,,,,,
20158,2,10.0,,,,,,,,,,,
20159,8,,,,,,,,,,,,
20160,6,0.0,3.0,10.0,2.0,,,,,,,,
20161,8,11.0,7.0,,,,,,,,,,
20162,0,12.0,8.0,6.0,5.0,,,,,,,,
20163,8,9.0,,,,,,,,,,,
20164,8,11.0,7.0,,,,,,,,,,
20165,12,8.0,6.0,2.0,5.0,,,,,,,,
20166,4,6.0,10.0,5.0,,,,,,,,,
20167,8,9.0,11.0,4.0,10.0,,,,,,,,
20168,0,4.0,10.0,3.0,1.0,,,,,,,,
20169,8,3.0,7.0,0.0,1.0,,,,,,,,
20170,4,8.0,7.0,,,,,,,,,,
20172,8,12.0,4.0,7.0,11.0,,,,,,,,
20173,8,12.0,9.0,11.0,10.0,,,,,,,,
20174,8,12.0,4.0,7.0,11.0,,,,,,,,
20175,0,1.0,5.0,9.0,,,,,,,,,
20180,4,1.0,8.0,7.0,,,,,,,,,
20181,10,4.0,9.0,2.0,,,,,,,,,
20182,7,10.0,2.0,4.0,11.0,,,,,,,,
20183,4,12.0,8.0,1.0,10.0,,,,,,,,
20184,0,,,,,,,,,,,,
20185,8,11.0,,,,,,,,,,,
20186,0,3.0,6.0,1.0,,,,,,,,,
20187,0,5.0,8.0,9.0,12.0,,,,,,,,
20188,3,2.0,4.0,,,,,,,,,,
20189,11,8.0,1.0,3.0,6.0,,,,,,,,
20190,0,,,,,,,,,,,,
20191,3,0.0,,,,,,,,,,,
20192,3,0.0,,,,,,,,,,,
20193,4,12.0,8.0,1.0,10.0,,,,,,,,
20194,10,,,,,,,,,,,,
20195,0,4.0,9.0,11.0,7.0,,,,,,,,
20196,9,12.0,1.0,4.0,6.0,,,,,,,,
20197,3,10.0,,,,,,,,,,,
20198,3,10.0,4.0,,,,,,,,,,
20199,0,3.0,,,,,,,,,,,
20200,0,3.0,,,,,,,,,,,
20201,4,10.0,3.0,0.0,6.0,,,,,,,,
20202,0,,,,,,,,,,,,
20203,0,4.0,12.0,11.0,,,,,,,,,
20204,0,4.0,12.0,11.0,,,,,,,,,
20205,10,8.0,,,,,,,,,,,
20206,0,4.0,12.0,11.0,,,,,,,,,
20207,8,0.0,,,,,,,,,,,
20208,1,,,,,,,,,,,,
20209,4,1.0,12.0,,,,,,,,,,
20210,3,4.0,7.0,12.0,5.0,,,,,,,,
20211,0,10.0,9.0,2.0,4.0,,,,,,,,
20212,0,10.0,9.0,2.0,4.0,,,,,,,,
20213,8,11.0,4.0,7.0,12.0,,,,,,,,
20214,3,,,,,,,,,,,,
20215,0,,,,,,,,,,,,
20216,8,11.0,6.0,2.0,4.0,,,,,,,,
20217,3,4.0,7.0,12.0,5.0,,,,,,,,
20218,8,9.0,11.0,,,,,,,,,,
20219,4,0.0,1.0,10.0,6.0,,,,,,,,
20220,0,10.0,9.0,2.0,4.0,,,,,,,,
20221,4,3.0,11.0,,,,,,,,,,
20223,8,11.0,7.0,6.0,12.0,,,,,,,,
20224,8,11.0,7.0,6.0,12.0,,,,,,,,
20225,4,3.0,2.0,10.0,0.0,,,,,,,,
20226,8,12.0,9.0,,,,,,,,,,
20227,3,4.0,,,,,,,,,,,
20230,0,3.0,1.0,8.0,10.0,,,,,,,,
20231,0,12.0,,,,,,,,,,,
20232,8,,,,,,,,,,,,
20233,11,8.0,1.0,6.0,9.0,,,,,,,,
20234,7,2.0,8.0,4.0,12.0,,,,,,,,
20235,7,4.0,2.0,10.0,9.0,,,,,,,,
20236,0,,,,,,,,,,,,
20514,6,11.0,8.0,,,,,,,,,,
20515,4,,,,,,,,,,,,
20516,8,4.0,,,,,,,,,,,
20517,8,9.0,12.0,4.0,,,,,,,,,
20518,10,4.0,8.0,12.0,6.0,,,,,,,,
20520,1,6.0,7.0,10.0,9.0,,,,,,,,
20521,4,1.0,9.0,11.0,12.0,,,,,,,,
20522,4,9.0,12.0,8.0,3.0,,,,,,,,
20523,11,5.0,9.0,,,,,,,,,,
20524,4,7.0,8.0,2.0,9.0,,,,,,,,
20525,9,3.0,5.0,8.0,4.0,,,,,,,,
20526,1,0.0,8.0,3.0,4.0,,,,,,,,
20527,12,4.0,7.0,3.0,6.0,,,,,,,,
20528,12,4.0,7.0,3.0,6.0,,,,,,,,
20603,7,4.0,,,,,,,,,,,
20604,0,3.0,10.0,4.0,8.0,,,,,,,,
20605,4,8.0,10.0,0.0,9.0,,,,,,,,
20606,5,6.0,,,,,,,,,,,
20607,8,3.0,9.0,,,,,,,,,,
20608,0,9.0,3.0,4.0,6.0,,,,,,,,
20609,0,1.0,,,,,,,,,,,
20610,1,0.0,6.0,4.0,8.0,,,,,,,,
20611,1,0.0,6.0,4.0,8.0,,,,,,,,
20612,0,,,,,,,,,,,,
20613,1,7.0,4.0,8.0,10.0,,,,,,,,
20614,0,4.0,,,,,,,,,,,
20710,8,11.0,,,,,,,,,,,
20711,8,11.0,,,,,,,,,,,
20723,10,7.0,4.0,12.0,,,,,,,,,
20724,6,9.0,,,,,,,,,,,
20725,8,2.0,12.0,4.0,7.0,,,,,,,,
20726,0,3.0,10.0,4.0,8.0,,,,,,,,
20727,0,10.0,3.0,4.0,1.0,,,,,,,,
20728,8,12.0,10.0,,,,,,,,,,
20729,1,0.0,4.0,3.0,9.0,,,,,,,,
20730,6,1.0,10.0,3.0,0.0,,,,,,,,
20731,6,9.0,,,,,,,,,,,
20732,4,,,,,,,,,,,,
20846,8,11.0,12.0,2.0,0.0,,,,,,,,
20847,11,,,,,,,,,,,,
20848,1,,,,,,,,,,,,
20849,2,1.0,3.0,5.0,11.0,,,,,,,,
20850,8,,,,,,,,,,,,
20851,7,12.0,0.0,4.0,9.0,,,,,,,,
20852,1,0.0,4.0,,,,,,,,,,
20853,4,6.0,5.0,2.0,7.0,,,,,,,,
20854,12,4.0,7.0,11.0,,,,,,,,,
20856,0,10.0,4.0,8.0,7.0,,,,,,,,
20857,10,9.0,8.0,,,,,,,,,,
20858,8,10.0,12.0,7.0,11.0,,,,,,,,
20869,8,11.0,6.0,7.0,,,,,,,,,
20870,0,9.0,4.0,6.0,1.0,,,,,,,,
20871,7,5.0,12.0,11.0,3.0,,,,,,,,
20872,0,5.0,8.0,3.0,7.0,,,,,,,,
20873,4,2.0,10.0,7.0,9.0,,,,,,,,
20874,3,1.0,,,,,,,,,,,
20875,8,2.0,12.0,4.0,3.0,,,,,,,,
20876,8,4.0,7.0,5.0,,,,,,,,,
20877,8,10.0,12.0,6.0,3.0,,,,,,,,
20878,0,,,,,,,,,,,,
20880,3,5.0,4.0,7.0,11.0,,,,,,,,
20881,8,11.0,4.0,7.0,12.0,,,,,,,,
20882,11,2.0,6.0,8.0,,,,,,,,,
20883,9,,,,,,,,,,,,
20884,4,0.0,1.0,3.0,,,,,,,,,
20886,1,10.0,0.0,4.0,,,,,,,,,
20887,0,4.0,8.0,3.0,,,,,,,,,
20888,0,12.0,4.0,,,,,,,,,,
20889,7,12.0,11.0,,,,,,,,,,
20890,0,,,,,,,,,,,,
20892,8,7.0,5.0,4.0,,,,,,,,,
20893,8,7.0,11.0,5.0,6.0,,,,,,,,
20928,3,0.0,4.0,2.0,10.0,,,,,,,,
20929,4,7.0,10.0,8.0,1.0,,,,,,,,
20930,5,0.0,3.0,1.0,10.0,,,,,,,,
20931,6,4.0,1.0,2.0,10.0,,,,,,,,
20932,8,0.0,2.0,,,,,,,,,,
20933,0,3.0,6.0,8.0,10.0,,,,,,,,
20934,0,6.0,4.0,10.0,,,,,,,,,
20935,8,11.0,,,,,,,,,,,
20936,7,1.0,11.0,4.0,,,,,,,,,
20937,1,11.0,7.0,4.0,,,,,,,,,
20939,8,3.0,0.0,4.0,11.0,,,,,,,,
21030,11,0.0,2.0,,,,,,,,,,
21031,11,3.0,9.0,1.0,,,,,,,,,
21032,7,0.0,4.0,6.0,1.0,,,,,,,,
21033,0,8.0,4.0,10.0,3.0,,,,,,,,
21034,0,2.0,11.0,4.0,10.0,,,,,,,,
21035,0,2.0,4.0,9.0,7.0,,,,,,,,
21036,1,3.0,7.0,4.0,11.0,,,,,,,,
21037,0,,,,,,,,,,,,
21038,4,9.0,10.0,2.0,8.0,,,,,,,,
21040,7,0.0,8.0,2.0,9.0,,,,,,,,
21041,3,0.0,11.0,,,,,,,,,,
21042,0,12.0,8.0,3.0,6.0,,,,,,,,
21044,6,,,,,,,,,,,,
21045,11,6.0,7.0,10.0,4.0,,,,,,,,
21046,11,6.0,7.0,10.0,4.0,,,,,,,,
21047,6,0.0,,,,,,,,,,,
21048,11,6.0,10.0,7.0,1.0,,,,,,,,
21049,4,,,,,,,,,,,,
21050,11,3.0,8.0,4.0,7.0,,,,,,,,
21051,8,,,,,,,,,,,,
21052,8,11.0,7.0,4.0,12.0,,,,,,,,
