,0,1,2,3,4,5,6,7,8,9,10
1,Write-In cells: 185,,,,,,,,,,
2,Overvote cells: 291,,,,,,,,,,
3,Rita C. Joseph: 0,,,,,,,,,,
4,Kenya Handy-Hilliard: 1,,,,,,,,,,
5,Cecilia Cortez: 2,,,,,,,,,,
6,Victor Jordan: 3,,,,,,,,,,
7,Edwin K. Raymond: 4,,,,,,,,,,
8,Josue Pierre: 5,,,,,,,,,,
9,Maxi Eugene: 6,,,,,,,,,,
10,Vivia M. Morgan: 7,,,,,,,,,,
11,John Williams: 8,,,,,,,,,,
12,Harriet L. Hines: 9,,,,,,,,,,
13,Blake Morris: 10,,,,,,,,,,
246973,1,0.0,3.0,5.0,2.0,,,,,,
246974,5,0.0,3.0,2.0,6.0,,,,,,
246975,6,5.0,,,,,,,,,
246976,4,0.0,10.0,5.0,3.0,,,,,,
246978,1,2.0,0.0,5.0,10.0,,,,,,
246979,0,,,,,,,,,,
246980,6,,,,,,,,,,
246981,6,,,,,,,,,,
246982,6,5.0,,,,,,,,,
246983,4,3.0,,,,,,,,,
246984,4,7.0,2.0,0.0,9.0,,,,,,
246985,2,,,,,,,,,,
246986,6,,,,,,,,,,
246987,1,0.0,5.0,,,,,,,,
246988,6,5.0,,,,,,,,,
246989,1,4.0,0.0,,,,,,,,
246990,2,7.0,3.0,4.0,,,,,,,
246991,4,3.0,8.0,,,,,,,,
246992,9,,,,,,,,,,
246993,9,3.0,,,,,,,,,
246994,0,,,,,,,,,,
246995,0,1.0,6.0,,,,,,,,
246996,10,1.0,2.0,7.0,4.0,,,,,,
246997,0,6.0,2.0,4.0,7.0,,,,,,
246999,0,2.0,1.0,7.0,5.0,,,,,,
247000,5,,,,,,,,,,
247001,4,5.0,1.0,10.0,0.0,,,,,,
247002,1,0.0,5.0,,,,,,,,
247003,5,6.0,0.0,1.0,2.0,,,,,,
247004,2,0.0,10.0,6.0,5.0,,,,,,
247005,6,,,,,,,,,,
247006,2,1.0,8.0,,,,,,,,
247008,5,1.0,0.0,2.0,10.0,,,,,,
247009,2,5.0,9.0,1.0,3.0,,,,,,
247010,6,0.0,,,,,,,,,
247011,0,9.0,2.0,7.0,1.0,,,,,,
247012,7,0.0,,,,,,,,,
247013,1,0.0,5.0,,,,,,,,
247014,5,,,,,,,,,,
247015,2,0.0,10.0,5.0,,,,,,,
247016,5,8.0,,,,,,,,,
247018,8,,,,,,,,,,
247019,5,,,,,,,,,,
247021,1,5.0,,,,,,,,,
247022,4,5.0,0.0,3.0,1.0,,,,,,
247023,8,4.0,5.0,0.0,10.0,,,,,,
247024,5,1.0,6.0,,,,,,,,
247025,2,,,,,,,,,,
247026,2,,,,,,,,,,
247027,5,,,,,,,,,,
247028,1,,,,,,,,,,
247029,1,5.0,9.0,2.0,0.0,,,,,,
247030,1,5.0,10.0,2.0,0.0,,,,,,
247031,6,,,,,,,,,,
247032,1,0.0,10.0,4.0,,,,,,,
247033,1,0.0,10.0,7.0,5.0,,,,,,
247034,5,,,,,,,,,,
247035,5,9.0,2.0,,,,,,,,
247036,5,4.0,0.0,9.0,6.0,,,,,,
247038,5,,,,,,,,,,
247039,6,,,,,,,,,,
247040,2,,,,,,,,,,
247041,0,2.0,7.0,,,,,,,,
247042,5,0.0,1.0,10.0,6.0,,,,,,
247043,0,2.0,5.0,8.0,9.0,,,,,,
247044,1,0.0,4.0,10.0,2.0,,,,,,
247045,10,5.0,1.0,0.0,8.0,,,,,,
247047,0,5.0,2.0,10.0,,,,,,,
247048,0,1.0,,,,,,,,,
247049,5,4.0,6.0,0.0,2.0,,,,,,
247050,2,5.0,0.0,,,,,,,,
247051,8,1.0,2.0,7.0,10.0,,,,,,
247052,9,,,,,,,,,,
247053,5,,,,,,,,,,
247056,5,2.0,1.0,,,,,,,,
247057,1,0.0,,,,,,,,,
247058,1,5.0,0.0,6.0,7.0,,,,,,
247059,10,9.0,5.0,,,,,,,,
247060,1,0.0,,,,,,,,,
247061,5,0.0,4.0,1.0,3.0,,,,,,
247062,1,5.0,8.0,10.0,,,,,,,
247063,6,,,,,,,,,,
247064,1,0.0,5.0,,,,,,,,
247066,5,4.0,0.0,3.0,8.0,,,,,,
247067,0,9.0,2.0,,,,,,,,
247068,1,4.0,6.0,9.0,5.0,,,,,,
247069,5,0.0,7.0,4.0,9.0,,,,,,
247070,8,1.0,10.0,6.0,7.0,,,,,,
247072,0,1.0,4.0,5.0,,,,,,,
247073,1,,,,,,,,,,
247075,6,5.0,,,,,,,,,
247076,6,9.0,0.0,,,,,,,,
247077,10,,,,,,,,,,
247079,5,0.0,,,,,,,,,
247080,0,,,,,,,,,,
247081,0,9.0,1.0,7.0,2.0,,,,,,
247082,0,,,,,,,,,,
247083,3,,,,,,,,,,
247084,0,,,,,,,,,,
247085,0,5.0,4.0,,,,,,,,
247086,6,5.0,,,,,,,,,
247088,5,6.0,0.0,2.0,1.0,,,,,,
247089,0,1.0,5.0,2.0,,,,,,,
247090,6,,,,,,,,,,
247091,5,0.0,6.0,10.0,8.0,,,,,,
247092,5,,,,,,,,,,
247093,1,0.0,5.0,10.0,,,,,,,
247094,0,9.0,2.0,5.0,8.0,,,,,,
247095,6,0.0,,,,,,,,,
247096,1,0.0,5.0,9.0,4.0,,,,,,
247097,1,7.0,10.0,0.0,5.0,,,,,,
247098,5,,,,,,,,,,
247099,2,,,,,,,,,,
247100,10,,,,,,,,,,
247103,10,,,,,,,,,,
247106,7,5.0,9.0,3.0,8.0,,,,,,
247107,2,0.0,7.0,9.0,,,,,,,
247108,2,,,,,,,,,,
247109,0,2.0,5.0,,,,,,,,
247110,1,4.0,0.0,5.0,,,,,,,
247111,4,,,,,,,,,,
247112,2,3.0,,,,,,,,,
247113,6,,,,,,,,,,
247114,0,5.0,4.0,9.0,2.0,,,,,,
247115,5,6.0,0.0,,,,,,,,
247118,5,,,,,,,,,,
247119,5,,,,,,,,,,
247120,4,8.0,,,,,,,,,
247121,8,2.0,6.0,5.0,0.0,,,,,,
247122,6,,,,,,,,,,
247123,1,,,,,,,,,,
247124,3,5.0,9.0,6.0,4.0,,,,,,
247125,1,0.0,2.0,,,,,,,,
247126,6,5.0,,,,,,,,,
247127,1,0.0,5.0,4.0,10.0,,,,,,
247128,5,6.0,10.0,2.0,0.0,,,,,,
247129,8,,,,,,,,,,
247130,6,8.0,,,,,,,,,
247131,0,1.0,,,,,,,,,
247133,3,5.0,1.0,,,,,,,,
247134,1,0.0,4.0,5.0,10.0,,,,,,
247135,5,1.0,2.0,0.0,,,,,,,
247136,0,5.0,6.0,1.0,,,,,,,
247138,5,2.0,3.0,9.0,,,,,,,
247139,5,,,,,,,,,,
247140,8,7.0,10.0,5.0,9.0,,,,,,
247141,0,8.0,4.0,7.0,10.0,,,,,,
247142,5,0.0,,,,,,,,,
247143,1,,,,,,,,,,
247144,3,0.0,4.0,5.0,,,,,,,
247145,2,0.0,4.0,1.0,5.0,,,,,,
247146,0,,,,,,,,,,
247147,0,8.0,,,,,,,,,
247148,0,2.0,9.0,,,,,,,,
247149,4,5.0,1.0,9.0,7.0,,,,,,
247150,2,10.0,,,,,,,,,
247151,1,0.0,,,,,,,,,
247152,1,5.0,0.0,6.0,,,,,,,
247153,6,,,,,,,,,,
247154,5,,,,,,,,,,
247155,5,10.0,,,,,,,,,
247156,1,2.0,0.0,5.0,10.0,,,,,,
247157,5,6.0,,,,,,,,,
247159,1,7.0,4.0,,,,,,,,
247160,0,5.0,4.0,6.0,1.0,,,,,,
247161,1,4.0,,,,,,,,,
247162,0,,,,,,,,,,
247163,5,,,,,,,,,,
247164,6,0.0,1.0,,,,,,,,
247165,4,2.0,9.0,1.0,,,,,,,
247166,5,,,,,,,,,,
247167,5,0.0,1.0,,,,,,,,
247168,1,6.0,,,,,,,,,
247169,4,3.0,2.0,1.0,0.0,,,,,,
247170,9,6.0,8.0,3.0,,,,,,,
247171,0,1.0,5.0,10.0,,,,,,,
247172,5,0.0,8.0,9.0,3.0,,,,,,
247173,8,,,,,,,,,,
247174,6,0.0,1.0,,,,,,,,
247175,2,3.0,0.0,4.0,6.0,,,,,,
247177,1,0.0,5.0,4.0,2.0,,,,,,
247178,5,0.0,4.0,1.0,,,,,,,
247179,5,6.0,0.0,,,,,,,,
247180,5,,,,,,,,,,
247181,0,1.0,5.0,4.0,2.0,,,,,,
247183,5,,,,,,,,,,
247184,3,0.0,9.0,5.0,2.0,,,,,,
247185,6,,,,,,,,,,
247186,0,3.0,4.0,7.0,9.0,,,,,,
247187,0,5.0,,,,,,,,,
247188,0,,,,,,,,,,
247189,5,,,,,,,,,,
247190,6,7.0,0.0,5.0,1.0,,,,,,
247191,5,6.0,,,,,,,,,
247192,2,,,,,,,,,,
247193,1,0.0,5.0,,,,,,,,
247194,5,,,,,,,,,,
247196,2,,,,,,,,,,
247197,8,,,,,,,,,,
247199,0,5.0,10.0,,,,,,,,
247200,0,,,,,,,,,,
247201,0,6.0,,,,,,,,,
247202,0,,,,,,,,,,
247203,1,,,,,,,,,,
247204,3,0.0,2.0,,,,,,,,
247205,2,0.0,9.0,5.0,6.0,,,,,,
247206,5,2.0,0.0,,,,,,,,
247207,0,1.0,6.0,10.0,,,,,,,
247208,0,1.0,2.0,4.0,,,,,,,
247209,1,0.0,4.0,5.0,2.0,,,,,,
247210,0,5.0,6.0,,,,,,,,
247211,1,0.0,10.0,,,,,,,,
247212,0,3.0,2.0,,,,,,,,
247213,2,1.0,9.0,0.0,10.0,,,,,,
247214,0,1.0,,,,,,,,,
247215,8,2.0,0.0,1.0,9.0,,,,,,
247216,4,,,,,,,,,,
247218,1,10.0,,,,,,,,,
247219,5,7.0,4.0,9.0,3.0,,,,,,
247220,0,5.0,4.0,2.0,9.0,,,,,,
247221,0,1.0,5.0,,,,,,,,
247222,5,,,,,,,,,,
247223,2,,,,,,,,,,
247224,5,0.0,6.0,4.0,2.0,,,,,,
247226,2,10.0,,,,,,,,,
247227,1,5.0,0.0,9.0,2.0,,,,,,
247228,4,1.0,0.0,5.0,,,,,,,
247229,2,,,,,,,,,,
247230,1,3.0,,,,,,,,,
247231,7,0.0,9.0,,,,,,,,
247232,1,0.0,9.0,7.0,,,,,,,
247233,4,1.0,0.0,5.0,2.0,,,,,,
247234,0,9.0,5.0,1.0,6.0,,,,,,
247235,5,,,,,,,,,,
247236,5,0.0,6.0,,,,,,,,
247237,1,,,,,,,,,,
247238,5,10.0,0.0,6.0,9.0,,,,,,
247239,5,,,,,,,,,,
247241,6,,,,,,,,,,
247242,0,4.0,3.0,,,,,,,,
247243,0,5.0,7.0,2.0,4.0,,,,,,
247244,5,,,,,,,,,,
247247,6,5.0,,,,,,,,,
247248,5,,,,,,,,,,
247249,5,9.0,6.0,2.0,3.0,,,,,,
247250,0,,,,,,,,,,
247251,0,,,,,,,,,,
247252,0,5.0,2.0,8.0,10.0,,,,,,
247253,9,0.0,7.0,,,,,,,,
247255,5,6.0,,,,,,,,,
247256,5,,,,,,,,,,
247257,5,6.0,2.0,,,,,,,,
247258,6,,,,,,,,,,
247260,5,4.0,,,,,,,,,
247261,2,,,,,,,,,,
247262,5,,,,,,,,,,
247263,4,0.0,5.0,10.0,3.0,,,,,,
247264,8,,,,,,,,,,
247265,4,0.0,6.0,,,,,,,,
247266,5,0.0,1.0,4.0,,,,,,,
247267,2,0.0,5.0,4.0,10.0,,,,,,
247268,1,5.0,2.0,,,,,,,,
247269,6,0.0,3.0,7.0,1.0,,,,,,
247271,0,1.0,,,,,,,,,
247272,6,5.0,0.0,2.0,4.0,,,,,,
247273,1,0.0,4.0,,,,,,,,
247275,9,2.0,1.0,,,,,,,,
247277,7,4.0,6.0,,,,,,,,
247278,0,,,,,,,,,,
247279,6,,,,,,,,,,
247280,1,2.0,7.0,0.0,4.0,,,,,,
247281,2,0.0,5.0,6.0,3.0,,,,,,
247282,5,8.0,,,,,,,,,
247284,2,6.0,,,,,,,,,
247285,0,4.0,1.0,5.0,10.0,,,,,,
247286,8,3.0,7.0,2.0,1.0,,,,,,
247287,0,6.0,9.0,,,,,,,,
247288,0,5.0,6.0,2.0,,,,,,,
247291,1,0.0,,,,,,,,,
247292,2,5.0,,,,,,,,,
247293,4,0.0,,,,,,,,,
247294,0,,,,,,,,,,
247295,5,,,,,,,,,,
247296,6,,,,,,,,,,
247298,4,0.0,,,,,,,,,
247299,6,,,,,,,,,,
247300,0,5.0,1.0,,,,,,,,
247301,6,,,,,,,,,,
247302,1,,,,,,,,,,
247303,1,4.0,0.0,9.0,,,,,,,
247304,6,,,,,,,,,,
247305,5,4.0,6.0,,,,,,,,
247306,5,0.0,3.0,7.0,,,,,,,
247307,5,2.0,,,,,,,,,
247309,6,,,,,,,,,,
247310,6,5.0,2.0,8.0,3.0,,,,,,
247311,4,1.0,0.0,3.0,10.0,,,,,,
247312,0,5.0,1.0,,,,,,,,
247313,1,0.0,,,,,,,,,
247314,1,,,,,,,,,,
247315,0,,,,,,,,,,
247317,6,5.0,1.0,8.0,2.0,,,,,,
247319,6,,,,,,,,,,
247320,0,1.0,4.0,2.0,,,,,,,
247321,6,,,,,,,,,,
247322,5,1.0,4.0,,,,,,,,
247323,0,5.0,1.0,10.0,2.0,,,,,,
247324,10,0.0,1.0,,,,,,,,
247325,8,,,,,,,,,,
247326,5,2.0,0.0,10.0,,,,,,,
247327,2,5.0,,,,,,,,,
247328,7,8.0,0.0,9.0,3.0,,,,,,
247329,5,,,,,,,,,,
247330,0,5.0,6.0,8.0,10.0,,,,,,
247332,5,9.0,7.0,2.0,8.0,,,,,,
247333,6,,,,,,,,,,
247336,4,0.0,9.0,2.0,1.0,,,,,,
247338,4,6.0,0.0,,,,,,,,
247340,0,1.0,5.0,,,,,,,,
247342,2,,,,,,,,,,
247344,10,7.0,,,,,,,,,
247345,0,7.0,5.0,3.0,,,,,,,
247346,6,8.0,5.0,3.0,0.0,,,,,,
247347,1,0.0,,,,,,,,,
247348,5,4.0,0.0,,,,,,,,
247349,7,8.0,3.0,,,,,,,,
247351,1,0.0,2.0,7.0,9.0,,,,,,
247352,8,1.0,3.0,,,,,,,,
247353,4,0.0,1.0,2.0,5.0,,,,,,
247355,1,5.0,,,,,,,,,
247356,5,0.0,4.0,1.0,2.0,,,,,,
247357,0,1.0,4.0,3.0,2.0,,,,,,
247358,5,9.0,8.0,3.0,6.0,,,,,,
247359,1,4.0,6.0,9.0,5.0,,,,,,
247360,5,,,,,,,,,,
247362,6,0.0,,,,,,,,,
247363,10,6.0,0.0,,,,,,,,
247364,0,4.0,5.0,,,,,,,,
247365,1,2.0,10.0,4.0,0.0,,,,,,
247366,6,,,,,,,,,,
247367,6,,,,,,,,,,
247368,5,0.0,,,,,,,,,
247369,4,5.0,0.0,9.0,6.0,,,,,,
247371,2,9.0,5.0,3.0,8.0,,,,,,
247372,6,,,,,,,,,,
247373,0,1.0,4.0,,,,,,,,
247374,0,1.0,,,,,,,,,
247375,0,,,,,,,,,,
247376,0,2.0,10.0,5.0,,,,,,,
247377,7,3.0,1.0,,,,,,,,
247379,5,6.0,2.0,9.0,4.0,,,,,,
247380,0,9.0,7.0,2.0,1.0,,,,,,
247381,5,4.0,0.0,1.0,,,,,,,
247382,0,1.0,10.0,,,,,,,,
247383,9,,,,,,,,,,
247384,8,5.0,,,,,,,,,
247386,2,9.0,0.0,3.0,4.0,,,,,,
247387,6,,,,,,,,,,
247388,3,,,,,,,,,,
247389,4,1.0,9.0,0.0,3.0,,,,,,
247390,6,4.0,1.0,,,,,,,,
247391,0,1.0,5.0,,,,,,,,
247392,6,1.0,2.0,,,,,,,,
247393,5,,,,,,,,,,
247394,1,,,,,,,,,,
247395,0,2.0,5.0,1.0,,,,,,,
247396,6,2.0,5.0,1.0,9.0,,,,,,
247397,1,0.0,2.0,9.0,8.0,,,,,,
247398,0,1.0,2.0,4.0,,,,,,,
247399,6,,,,,,,,,,
247400,2,10.0,,,,,,,,,
247401,6,,,,,,,,,,
247402,5,,,,,,,,,,
247403,6,5.0,0.0,2.0,8.0,,,,,,
247404,5,0.0,4.0,3.0,2.0,,,,,,
247405,2,,,,,,,,,,
247406,1,9.0,5.0,8.0,6.0,,,,,,
247407,5,,,,,,,,,,
247409,0,4.0,7.0,8.0,5.0,,,,,,
247411,4,6.0,,,,,,,,,
247412,4,5.0,3.0,1.0,6.0,,,,,,
247413,6,,,,,,,,,,
247414,1,0.0,3.0,8.0,9.0,,,,,,
247415,4,0.0,9.0,5.0,3.0,,,,,,
247418,3,9.0,4.0,10.0,1.0,,,,,,
247419,5,9.0,0.0,2.0,,,,,,,
247420,6,0.0,,,,,,,,,
247421,5,0.0,4.0,,,,,,,,
247422,5,0.0,9.0,,,,,,,,
247423,5,,,,,,,,,,
247426,0,,,,,,,,,,
247427,1,4.0,0.0,,,,,,,,
247428,6,5.0,3.0,7.0,,,,,,,
247429,5,,,,,,,,,,
247430,10,5.0,1.0,2.0,6.0,,,,,,
247431,5,4.0,,,,,,,,,
247432,2,7.0,3.0,9.0,4.0,,,,,,
247433,0,5.0,10.0,2.0,4.0,,,,,,
247434,3,5.0,4.0,9.0,2.0,,,,,,
247435,6,1.0,,,,,,,,,
247436,2,4.0,6.0,10.0,8.0,,,,,,
247437,2,5.0,0.0,9.0,1.0,,,,,,
247438,5,,,,,,,,,,
247439,2,6.0,,,,,,,,,
247440,9,,,,,,,,,,
247441,5,4.0,0.0,9.0,6.0,,,,,,
247442,0,,,,,,,,,,
247443,10,0.0,4.0,5.0,,,,,,,
247445,6,3.0,1.0,0.0,8.0,,,,,,
247446,5,,,,,,,,,,
247447,0,9.0,7.0,2.0,1.0,,,,,,
247448,5,,,,,,,,,,
247450,0,,,,,,,,,,
247451,6,5.0,,,,,,,,,
247452,1,4.0,5.0,,,,,,,,
247453,2,1.0,10.0,5.0,0.0,,,,,,
247454,0,5.0,4.0,1.0,2.0,,,,,,
247455,3,1.0,,,,,,,,,
247456,2,1.0,9.0,0.0,,,,,,,
247457,2,0.0,5.0,10.0,,,,,,,
247458,0,5.0,2.0,8.0,6.0,,,,,,
247459,1,0.0,,,,,,,,,
247461,5,0.0,6.0,,,,,,,,
247462,0,6.0,5.0,9.0,4.0,,,,,,
247464,0,3.0,4.0,5.0,10.0,,,,,,
247466,0,1.0,5.0,,,,,,,,
247467,0,5.0,4.0,2.0,,,,,,,
247468,1,2.0,7.0,10.0,6.0,,,,,,
247470,6,,,,,,,,,,
247471,4,2.0,,,,,,,,,
247473,2,,,,,,,,,,
247474,0,2.0,1.0,,,,,,,,
247475,1,4.0,6.0,,,,,,,,
247476,5,,,,,,,,,,
247477,5,,,,,,,,,,
247479,1,,,,,,,,,,
247480,5,6.0,8.0,,,,,,,,
247481,5,,,,,,,,,,
247482,5,9.0,0.0,3.0,2.0,,,,,,
247483,6,0.0,2.0,9.0,10.0,,,,,,
247486,4,1.0,,,,,,,,,
247487,5,3.0,,,,,,,,,
247493,5,9.0,2.0,4.0,3.0,,,,,,
247496,1,0.0,2.0,,,,,,,,
247523,5,0.0,10.0,2.0,,,,,,,
247530,0,1.0,5.0,,,,,,,,
247532,4,7.0,0.0,6.0,1.0,,,,,,
247536,6,,,,,,,,,,
247537,1,0.0,4.0,2.0,9.0,,,,,,
247544,10,4.0,2.0,8.0,3.0,,,,,,
247556,9,5.0,2.0,6.0,1.0,,,,,,
247558,5,1.0,10.0,,,,,,,,
247561,1,0.0,9.0,7.0,2.0,,,,,,
247565,0,1.0,,,,,,,,,
247573,5,4.0,10.0,0.0,1.0,,,,,,
247582,0,1.0,,,,,,,,,
247585,1,5.0,0.0,4.0,10.0,,,,,,
247587,6,0.0,,,,,,,,,
247588,5,,,,,,,,,,
247594,0,2.0,1.0,9.0,7.0,,,,,,
247595,1,0.0,,,,,,,,,
247605,0,1.0,4.0,,,,,,,,
247607,10,0.0,1.0,4.0,2.0,,,,,,
247631,2,6.0,10.0,4.0,8.0,,,,,,
247640,2,5.0,,,,,,,,,
247641,4,5.0,1.0,10.0,2.0,,,,,,
247643,6,,,,,,,,,,
247649,4,3.0,,,,,,,,,
247650,10,2.0,1.0,0.0,5.0,,,,,,
247667,5,10.0,,,,,,,,,
247669,1,,,,,,,,,,
247676,10,1.0,2.0,9.0,,,,,,,
247677,6,,,,,,,,,,
247678,4,0.0,10.0,5.0,,,,,,,
247679,5,,,,,,,,,,
247683,5,0.0,,,,,,,,,
247712,0,5.0,3.0,7.0,8.0,,,,,,
247722,0,8.0,10.0,4.0,6.0,,,,,,
247730,0,5.0,,,,,,,,,
247732,6,,,,,,,,,,
247734,5,9.0,2.0,6.0,0.0,,,,,,
247737,5,0.0,8.0,,,,,,,,
247738,1,5.0,0.0,2.0,,,,,,,
247760,5,4.0,10.0,0.0,1.0,,,,,,
247769,2,0.0,1.0,5.0,10.0,,,,,,
247771,5,,,,,,,,,,
247776,5,0.0,9.0,10.0,1.0,,,,,,
247778,10,2.0,0.0,4.0,6.0,,,,,,
247781,0,4.0,,,,,,,,,
247786,5,10.0,,,,,,,,,
247789,5,,,,,,,,,,
247790,0,10.0,5.0,1.0,,,,,,,
247796,5,,,,,,,,,,
247801,0,1.0,5.0,,,,,,,,
247805,2,1.0,9.0,,,,,,,,
247807,3,9.0,4.0,10.0,7.0,,,,,,
247817,1,9.0,,,,,,,,,
247818,10,,,,,,,,,,
247831,2,0.0,5.0,10.0,,,,,,,
247835,5,0.0,1.0,9.0,6.0,,,,,,
247843,10,0.0,5.0,2.0,1.0,,,,,,
247860,0,6.0,7.0,2.0,9.0,,,,,,
247867,5,1.0,0.0,7.0,2.0,,,,,,
247876,1,0.0,5.0,4.0,2.0,,,,,,
247877,1,7.0,9.0,0.0,5.0,,,,,,
247884,0,1.0,2.0,5.0,6.0,,,,,,
247885,1,10.0,2.0,6.0,4.0,,,,,,
247889,5,1.0,10.0,,,,,,,,
247895,0,5.0,2.0,,,,,,,,
247896,7,3.0,9.0,0.0,1.0,,,,,,
247899,1,,,,,,,,,,
247901,4,5.0,0.0,,,,,,,,
247911,0,8.0,3.0,1.0,4.0,,,,,,
247912,6,5.0,4.0,3.0,2.0,,,,,,
247913,2,8.0,,,,,,,,,
247914,5,,,,,,,,,,
247915,5,,,,,,,,,,
247916,10,,,,,,,,,,
247917,5,,,,,,,,,,
247918,5,10.0,,,,,,,,,
247919,5,0.0,2.0,1.0,8.0,,,,,,
247920,10,6.0,,,,,,,,,
247921,4,5.0,0.0,1.0,7.0,,,,,,
247922,8,3.0,4.0,5.0,0.0,,,,,,
247923,10,2.0,,,,,,,,,
247924,5,,,,,,,,,,
247925,1,0.0,5.0,6.0,8.0,,,,,,
247926,5,,,,,,,,,,
247927,9,,,,,,,,,,
247928,1,0.0,4.0,5.0,10.0,,,,,,
247929,10,2.0,1.0,5.0,6.0,,,,,,
247930,6,0.0,10.0,5.0,4.0,,,,,,
247931,6,,,,,,,,,,
247932,1,5.0,2.0,,,,,,,,
247933,1,0.0,10.0,2.0,7.0,,,,,,
247934,1,0.0,2.0,,,,,,,,
247935,1,7.0,,,,,,,,,
247936,5,,,,,,,,,,
247938,0,2.0,9.0,1.0,7.0,,,,,,
247941,5,,,,,,,,,,
247944,5,4.0,,,,,,,,,
247945,1,5.0,2.0,0.0,,,,,,,
247946,5,3.0,0.0,4.0,,,,,,,
247947,0,6.0,,,,,,,,,
247948,5,1.0,6.0,2.0,4.0,,,,,,
247950,0,4.0,7.0,1.0,5.0,,,,,,
247951,0,,,,,,,,,,
247952,6,,,,,,,,,,
247953,0,4.0,,,,,,,,,
247954,3,8.0,1.0,10.0,9.0,,,,,,
247955,1,2.0,7.0,9.0,0.0,,,,,,
247956,4,2.0,1.0,7.0,6.0,,,,,,
247957,2,10.0,,,,,,,,,
247958,0,5.0,1.0,,,,,,,,
247959,5,,,,,,,,,,
247960,1,0.0,2.0,4.0,8.0,,,,,,
247961,4,,,,,,,,,,
247962,5,,,,,,,,,,
247963,2,3.0,9.0,7.0,,,,,,,
247964,4,5.0,1.0,,,,,,,,
247965,5,0.0,7.0,,,,,,,,
247966,5,6.0,1.0,0.0,,,,,,,
247967,0,,,,,,,,,,
247968,1,,,,,,,,,,
247969,7,0.0,5.0,,,,,,,,
247971,2,1.0,,,,,,,,,
247972,1,4.0,0.0,5.0,10.0,,,,,,
247973,0,5.0,1.0,4.0,10.0,,,,,,
247974,0,10.0,4.0,,,,,,,,
247975,4,,,,,,,,,,
247976,0,6.0,3.0,10.0,2.0,,,,,,
247977,0,1.0,5.0,,,,,,,,
247978,0,8.0,6.0,5.0,3.0,,,,,,
247979,5,8.0,,,,,,,,,
247981,5,9.0,2.0,,,,,,,,
247983,2,0.0,1.0,,,,,,,,
247984,5,0.0,,,,,,,,,
247985,5,4.0,0.0,10.0,9.0,,,,,,
247986,5,1.0,3.0,9.0,6.0,,,,,,
247989,10,2.0,,,,,,,,,
247990,2,1.0,,,,,,,,,
247991,5,4.0,6.0,0.0,8.0,,,,,,
247992,5,6.0,,,,,,,,,
247993,5,6.0,10.0,2.0,8.0,,,,,,
247994,5,1.0,,,,,,,,,
247995,1,5.0,7.0,8.0,2.0,,,,,,
247996,5,,,,,,,,,,
247997,0,4.0,1.0,5.0,,,,,,,
247998,4,,,,,,,,,,
247999,5,4.0,0.0,,,,,,,,
248000,1,,,,,,,,,,
248001,5,6.0,0.0,3.0,9.0,,,,,,
248002,6,,,,,,,,,,
248003,0,7.0,2.0,5.0,1.0,,,,,,
248004,1,0.0,,,,,,,,,
248005,0,1.0,5.0,4.0,2.0,,,,,,
248009,5,1.0,4.0,,,,,,,,
248010,3,7.0,8.0,6.0,0.0,,,,,,
248011,0,5.0,1.0,10.0,2.0,,,,,,
248012,0,,,,,,,,,,
248013,1,,,,,,,,,,
248015,5,4.0,6.0,2.0,,,,,,,
248016,2,1.0,0.0,,,,,,,,
248017,1,4.0,0.0,3.0,7.0,,,,,,
248018,4,6.0,7.0,2.0,,,,,,,
248019,2,,,,,,,,,,
248023,1,0.0,5.0,10.0,9.0,,,,,,
248024,0,1.0,,,,,,,,,
248025,5,,,,,,,,,,
248026,5,7.0,2.0,6.0,4.0,,,,,,
248027,5,,,,,,,,,,
248028,2,,,,,,,,,,
248029,5,,,,,,,,,,
248030,8,,,,,,,,,,
248031,1,,,,,,,,,,
248032,5,,,,,,,,,,
248033,0,5.0,3.0,,,,,,,,
248034,4,1.0,5.0,,,,,,,,
248035,0,2.0,9.0,,,,,,,,
248038,1,0.0,5.0,4.0,,,,,,,
248039,5,7.0,2.0,1.0,8.0,,,,,,
248040,5,,,,,,,,,,
248041,10,,,,,,,,,,
248042,5,,,,,,,,,,
248043,0,,,,,,,,,,
248044,5,6.0,1.0,,,,,,,,
248045,4,2.0,,,,,,,,,
248046,1,10.0,0.0,3.0,4.0,,,,,,
248047,0,7.0,2.0,3.0,,,,,,,
248048,1,,,,,,,,,,
248049,4,0.0,5.0,1.0,7.0,,,,,,
248050,5,1.0,4.0,6.0,0.0,,,,,,
248052,1,5.0,0.0,,,,,,,,
248053,7,6.0,5.0,,,,,,,,
248054,4,0.0,2.0,10.0,5.0,,,,,,
248055,5,,,,,,,,,,
248057,1,5.0,9.0,2.0,10.0,,,,,,
248058,10,5.0,8.0,,,,,,,,
248060,4,9.0,0.0,5.0,1.0,,,,,,
248061,0,2.0,1.0,5.0,,,,,,,
248062,6,5.0,4.0,7.0,0.0,,,,,,
248063,0,1.0,5.0,2.0,4.0,,,,,,
248064,0,5.0,4.0,2.0,7.0,,,,,,
248065,2,1.0,9.0,10.0,5.0,,,,,,
248066,6,,,,,,,,,,
248067,0,5.0,,,,,,,,,
248068,4,0.0,5.0,1.0,10.0,,,,,,
248069,5,8.0,6.0,7.0,0.0,,,,,,
248070,0,1.0,,,,,,,,,
248071,5,,,,,,,,,,
