,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,Write-In cells: 137,,,,,,,,,,,,,,
2,Overvote cells: 256,,,,,,,,,,,,,,
3,Steven B. Raga: 0,,,,,,,,,,,,,,
4,Ebony R. Young: 1,,,,,,,,,,,,,,
5,Julie Won: 2,,,,,,,,,,,,,,
6,Denise M. Keehan-Smith: 3,,,,,,,,,,,,,,
7,Badrun Khan: 4,,,,,,,,,,,,,,
8,Glennis E. Gomez: 5,,,,,,,,,,,,,,
9,Brent O'Leary: 6,,,,,,,,,,,,,,
10,Emily E. Sharpe: 7,,,,,,,,,,,,,,
11,Julia L. Forman: 8,,,,,,,,,,,,,,
12,Amit S. Bagga: 9,,,,,,,,,,,,,,
13,Sultan Al Maruf: 10,,,,,,,,,,,,,,
14,Hailie Kim: 11,,,,,,,,,,,,,,
15,Jesse Laymon: 12,,,,,,,,,,,,,,
16,Jonathan Bailey: 13,,,,,,,,,,,,,,
17,Lorenzo Brea: 14,,,,,,,,,,,,,,
32252,9,2.0,12.0,4.0,13.0,,,,,,,,,,
32255,9,2.0,6.0,8.0,13.0,,,,,,,,,,
32256,3,8.0,12.0,5.0,,,,,,,,,,,
32258,8,3.0,7.0,5.0,12.0,,,,,,,,,,
32260,2,9.0,12.0,4.0,13.0,,,,,,,,,,
32262,6,,,,,,,,,,,,,,
32264,11,14.0,9.0,10.0,8.0,,,,,,,,,,
32267,2,11.0,,,,,,,,,,,,,
32268,8,7.0,11.0,2.0,9.0,,,,,,,,,,
32270,11,8.0,1.0,2.0,13.0,,,,,,,,,,
32314,9,12.0,,,,,,,,,,,,,
32775,3,0.0,6.0,,,,,,,,,,,,
32781,12,,,,,,,,,,,,,,
32794,8,11.0,0.0,,,,,,,,,,,,
32795,7,3.0,,,,,,,,,,,,,
32796,9,8.0,,,,,,,,,,,,,
32797,8,,,,,,,,,,,,,,
32798,0,,,,,,,,,,,,,,
32799,7,,,,,,,,,,,,,,
32800,7,1.0,,,,,,,,,,,,,
32801,2,6.0,1.0,0.0,11.0,,,,,,,,,,
32802,5,14.0,8.0,,,,,,,,,,,,
32805,4,2.0,1.0,14.0,3.0,,,,,,,,,,
32806,9,4.0,3.0,6.0,7.0,,,,,,,,,,
32807,8,7.0,13.0,2.0,1.0,,,,,,,,,,
32808,11,8.0,4.0,2.0,9.0,,,,,,,,,,
32810,2,11.0,9.0,1.0,12.0,,,,,,,,,,
32811,2,11.0,1.0,13.0,5.0,,,,,,,,,,
32812,2,11.0,9.0,8.0,12.0,,,,,,,,,,
32817,7,,,,,,,,,,,,,,
33026,1,11.0,2.0,3.0,7.0,,,,,,,,,,
33028,1,8.0,3.0,13.0,7.0,,,,,,,,,,
33030,1,5.0,2.0,7.0,12.0,,,,,,,,,,
33034,2,14.0,13.0,,,,,,,,,,,,
33036,1,7.0,3.0,11.0,8.0,,,,,,,,,,
33038,8,1.0,3.0,13.0,10.0,,,,,,,,,,
33040,2,11.0,3.0,7.0,6.0,,,,,,,,,,
33045,1,2.0,,,,,,,,,,,,,
33046,2,,,,,,,,,,,,,,
33430,8,11.0,6.0,4.0,7.0,,,,,,,,,,
33434,9,13.0,12.0,8.0,2.0,,,,,,,,,,
33438,9,8.0,2.0,13.0,12.0,,,,,,,,,,
33442,2,5.0,1.0,,,,,,,,,,,,
33444,9,2.0,13.0,0.0,8.0,,,,,,,,,,
33446,8,12.0,1.0,7.0,14.0,,,,,,,,,,
33448,3,,,,,,,,,,,,,,
33450,8,11.0,6.0,4.0,7.0,,,,,,,,,,
33452,2,5.0,1.0,,,,,,,,,,,,
33454,8,11.0,6.0,4.0,7.0,,,,,,,,,,
34380,2,5.0,4.0,0.0,8.0,,,,,,,,,,
34383,1,4.0,7.0,2.0,8.0,,,,,,,,,,
34384,4,7.0,8.0,9.0,10.0,,,,,,,,,,
34387,4,9.0,7.0,0.0,5.0,,,,,,,,,,
34388,8,12.0,1.0,7.0,,,,,,,,,,,
34391,6,2.0,8.0,13.0,,,,,,,,,,,
34392,6,3.0,,,,,,,,,,,,,
34394,5,0.0,,,,,,,,,,,,,
34397,8,2.0,3.0,12.0,6.0,,,,,,,,,,
34398,2,11.0,10.0,,,,,,,,,,,,
34400,2,8.0,11.0,3.0,0.0,,,,,,,,,,
34403,9,7.0,11.0,6.0,0.0,,,,,,,,,,
34407,5,9.0,0.0,,,,,,,,,,,,
34462,6,0.0,8.0,13.0,5.0,,,,,,,,,,
34463,1,8.0,3.0,5.0,13.0,,,,,,,,,,
34464,2,7.0,11.0,8.0,6.0,,,,,,,,,,
34471,7,9.0,,,,,,,,,,,,,
34472,7,12.0,6.0,4.0,,,,,,,,,,,
34473,9,7.0,,,,,,,,,,,,,
34917,2,14.0,5.0,4.0,,,,,,,,,,,
34918,2,11.0,1.0,12.0,10.0,,,,,,,,,,
34920,12,3.0,11.0,2.0,,,,,,,,,,,
35185,6,,,,,,,,,,,,,,
35186,1,3.0,8.0,6.0,2.0,,,,,,,,,,
35188,0,13.0,,,,,,,,,,,,,
35191,6,,,,,,,,,,,,,,
35193,6,11.0,0.0,7.0,1.0,,,,,,,,,,
35194,6,3.0,0.0,9.0,12.0,,,,,,,,,,
35197,2,6.0,,,,,,,,,,,,,
35198,2,9.0,8.0,1.0,7.0,,,,,,,,,,
35203,13,11.0,6.0,2.0,,,,,,,,,,,
35205,0,13.0,11.0,2.0,10.0,,,,,,,,,,
35207,6,9.0,12.0,,,,,,,,,,,,
35209,9,1.0,6.0,0.0,8.0,,,,,,,,,,
35211,9,12.0,,,,,,,,,,,,,
35213,6,13.0,7.0,,,,,,,,,,,,
35215,6,3.0,,,,,,,,,,,,,
35216,6,,,,,,,,,,,,,,
35219,12,5.0,7.0,8.0,10.0,,,,,,,,,,
35221,11,2.0,1.0,4.0,3.0,,,,,,,,,,
35223,0,10.0,14.0,4.0,7.0,,,,,,,,,,
35225,0,10.0,4.0,1.0,12.0,,,,,,,,,,
35227,9,2.0,12.0,6.0,1.0,,,,,,,,,,
35229,6,7.0,3.0,8.0,12.0,,,,,,,,,,
35232,6,,,,,,,,,,,,,,
35234,9,,,,,,,,,,,,,,
35235,11,2.0,6.0,13.0,,,,,,,,,,,
35237,6,,,,,,,,,,,,,,
35239,2,12.0,9.0,7.0,5.0,,,,,,,,,,
35243,6,,,,,,,,,,,,,,
35703,9,7.0,13.0,4.0,5.0,,,,,,,,,,
35706,8,7.0,3.0,,,,,,,,,,,,
35708,9,12.0,4.0,6.0,7.0,,,,,,,,,,
35709,8,2.0,11.0,,,,,,,,,,,,
35712,13,2.0,11.0,9.0,12.0,,,,,,,,,,
35713,12,,,,,,,,,,,,,,
35716,8,7.0,,,,,,,,,,,,,
35721,8,12.0,11.0,7.0,13.0,,,,,,,,,,
35723,1,,,,,,,,,,,,,,
35726,1,,,,,,,,,,,,,,
35727,8,12.0,0.0,5.0,7.0,,,,,,,,,,
35729,2,9.0,13.0,12.0,4.0,,,,,,,,,,
35731,6,,,,,,,,,,,,,,
35732,9,6.0,11.0,,,,,,,,,,,,
35733,8,,,,,,,,,,,,,,
36473,2,11.0,1.0,4.0,6.0,,,,,,,,,,
36474,0,8.0,,,,,,,,,,,,,
36477,10,0.0,6.0,5.0,11.0,,,,,,,,,,
36478,2,9.0,1.0,10.0,,,,,,,,,,,
36480,2,,,,,,,,,,,,,,
36482,1,11.0,5.0,2.0,,,,,,,,,,,
36518,8,12.0,1.0,7.0,11.0,,,,,,,,,,
36520,6,3.0,2.0,,,,,,,,,,,,
36521,11,9.0,0.0,2.0,5.0,,,,,,,,,,
36523,8,12.0,2.0,,,,,,,,,,,,
36524,11,10.0,1.0,2.0,0.0,,,,,,,,,,
36526,6,7.0,3.0,1.0,11.0,,,,,,,,,,
36529,8,0.0,1.0,6.0,,,,,,,,,,,
36530,2,8.0,1.0,7.0,11.0,,,,,,,,,,
36534,2,6.0,11.0,9.0,1.0,,,,,,,,,,
36535,12,2.0,9.0,11.0,14.0,,,,,,,,,,
36540,12,2.0,,,,,,,,,,,,,
36545,6,3.0,2.0,,,,,,,,,,,,
36546,2,8.0,12.0,1.0,7.0,,,,,,,,,,
36549,12,,,,,,,,,,,,,,
36553,11,6.0,,,,,,,,,,,,,
36555,7,3.0,6.0,,,,,,,,,,,,
36557,7,6.0,2.0,11.0,8.0,,,,,,,,,,
36670,1,6.0,9.0,8.0,4.0,,,,,,,,,,
36672,14,9.0,5.0,1.0,12.0,,,,,,,,,,
36674,2,,,,,,,,,,,,,,
36681,1,3.0,5.0,10.0,0.0,,,,,,,,,,
36683,1,,,,,,,,,,,,,,
36685,1,,,,,,,,,,,,,,
36686,11,12.0,13.0,7.0,1.0,,,,,,,,,,
36688,3,,,,,,,,,,,,,,
36689,2,1.0,11.0,,,,,,,,,,,,
36695,4,3.0,6.0,1.0,,,,,,,,,,,
36696,9,6.0,11.0,10.0,7.0,,,,,,,,,,
36699,3,0.0,7.0,13.0,11.0,,,,,,,,,,
36701,6,9.0,11.0,7.0,4.0,,,,,,,,,,
36702,2,12.0,8.0,11.0,,,,,,,,,,,
36704,11,2.0,,,,,,,,,,,,,
36705,9,12.0,11.0,2.0,6.0,,,,,,,,,,
37543,9,13.0,11.0,7.0,8.0,,,,,,,,,,
37550,9,,,,,,,,,,,,,,
37551,8,,,,,,,,,,,,,,
37552,6,8.0,3.0,7.0,5.0,,,,,,,,,,
37557,9,12.0,13.0,8.0,2.0,,,,,,,,,,
37558,4,8.0,,,,,,,,,,,,,
37559,2,,,,,,,,,,,,,,
37560,9,2.0,11.0,,,,,,,,,,,,
37563,4,6.0,11.0,0.0,5.0,,,,,,,,,,
37565,9,13.0,11.0,7.0,8.0,,,,,,,,,,
37566,1,,,,,,,,,,,,,,
37567,13,11.0,2.0,,,,,,,,,,,,
37568,9,4.0,12.0,13.0,7.0,,,,,,,,,,
37569,8,4.0,10.0,,,,,,,,,,,,
37571,9,13.0,8.0,5.0,2.0,,,,,,,,,,
37574,13,2.0,7.0,12.0,9.0,,,,,,,,,,
37575,6,8.0,0.0,2.0,13.0,,,,,,,,,,
37576,12,9.0,,,,,,,,,,,,,
37577,12,8.0,2.0,13.0,,,,,,,,,,,
37579,8,6.0,12.0,3.0,,,,,,,,,,,
37580,12,9.0,13.0,11.0,6.0,,,,,,,,,,
37581,9,,,,,,,,,,,,,,
37582,2,4.0,12.0,1.0,5.0,,,,,,,,,,
37584,2,8.0,11.0,1.0,4.0,,,,,,,,,,
37802,11,2.0,6.0,8.0,7.0,,,,,,,,,,
37804,9,,,,,,,,,,,,,,
37806,9,2.0,12.0,8.0,6.0,,,,,,,,,,
37808,11,9.0,2.0,4.0,10.0,,,,,,,,,,
37810,6,3.0,,,,,,,,,,,,,
37812,8,1.0,6.0,2.0,3.0,,,,,,,,,,
37814,2,8.0,3.0,6.0,11.0,,,,,,,,,,
37816,12,9.0,2.0,11.0,,,,,,,,,,,
37818,0,7.0,5.0,3.0,,,,,,,,,,,
37820,2,4.0,5.0,0.0,6.0,,,,,,,,,,
37822,6,3.0,1.0,11.0,7.0,,,,,,,,,,
37824,6,13.0,8.0,7.0,3.0,,,,,,,,,,
37826,9,2.0,6.0,3.0,8.0,,,,,,,,,,
37828,6,9.0,1.0,11.0,7.0,,,,,,,,,,
37830,5,13.0,4.0,0.0,2.0,,,,,,,,,,
37832,6,3.0,1.0,11.0,7.0,,,,,,,,,,
37834,8,,,,,,,,,,,,,,
37836,8,12.0,1.0,7.0,,,,,,,,,,,
37838,6,,,,,,,,,,,,,,
37840,5,12.0,,,,,,,,,,,,,
37842,12,8.0,,,,,,,,,,,,,
37844,9,,,,,,,,,,,,,,
37846,9,6.0,1.0,,,,,,,,,,,,
37848,2,11.0,9.0,,,,,,,,,,,,
37850,9,2.0,11.0,1.0,5.0,,,,,,,,,,
37852,2,9.0,6.0,11.0,7.0,,,,,,,,,,
37854,2,,,,,,,,,,,,,,
37856,9,2.0,6.0,1.0,,,,,,,,,,,
37858,2,9.0,6.0,3.0,11.0,,,,,,,,,,
37860,2,8.0,,,,,,,,,,,,,
37862,2,4.0,5.0,0.0,6.0,,,,,,,,,,
37864,1,6.0,11.0,2.0,7.0,,,,,,,,,,
37866,8,6.0,9.0,0.0,7.0,,,,,,,,,,
37868,1,8.0,3.0,6.0,2.0,,,,,,,,,,
37870,10,4.0,9.0,8.0,7.0,,,,,,,,,,
37872,9,6.0,13.0,,,,,,,,,,,,
37875,9,6.0,2.0,,,,,,,,,,,,
38404,3,6.0,2.0,8.0,9.0,,,,,,,,,,
38405,6,3.0,7.0,11.0,,,,,,,,,,,
38407,2,13.0,0.0,11.0,1.0,,,,,,,,,,
38409,6,12.0,8.0,3.0,1.0,,,,,,,,,,
38411,2,9.0,13.0,11.0,6.0,,,,,,,,,,
38413,2,6.0,3.0,5.0,,,,,,,,,,,
38415,6,7.0,3.0,1.0,8.0,,,,,,,,,,
38417,2,13.0,11.0,,,,,,,,,,,,
38422,2,13.0,9.0,11.0,6.0,,,,,,,,,,
38424,9,2.0,8.0,11.0,,,,,,,,,,,
38427,9,2.0,12.0,13.0,11.0,,,,,,,,,,
38428,9,8.0,5.0,,,,,,,,,,,,
38431,8,6.0,13.0,12.0,11.0,,,,,,,,,,
38433,9,12.0,,,,,,,,,,,,,
38435,9,4.0,12.0,5.0,1.0,,,,,,,,,,
38437,13,2.0,11.0,,,,,,,,,,,,
38439,2,13.0,11.0,,,,,,,,,,,,
38441,9,12.0,13.0,2.0,11.0,,,,,,,,,,
38443,9,12.0,8.0,2.0,6.0,,,,,,,,,,
38445,2,11.0,8.0,1.0,0.0,,,,,,,,,,
38447,9,6.0,1.0,8.0,3.0,,,,,,,,,,
38449,9,7.0,10.0,2.0,3.0,,,,,,,,,,
38451,9,2.0,8.0,11.0,,,,,,,,,,,
38453,8,3.0,6.0,11.0,4.0,,,,,,,,,,
38455,9,11.0,4.0,2.0,6.0,,,,,,,,,,
38457,2,9.0,11.0,13.0,,,,,,,,,,,
38459,0,13.0,14.0,2.0,11.0,,,,,,,,,,
38461,2,9.0,11.0,,,,,,,,,,,,
38692,9,12.0,,,,,,,,,,,,,
38697,3,11.0,,,,,,,,,,,,,
38700,3,11.0,,,,,,,,,,,,,
38701,2,11.0,9.0,12.0,8.0,,,,,,,,,,
38702,3,7.0,1.0,8.0,,,,,,,,,,,
38703,3,2.0,11.0,9.0,1.0,,,,,,,,,,
38705,0,6.0,8.0,3.0,14.0,,,,,,,,,,
38934,5,,,,,,,,,,,,,,
38936,1,,,,,,,,,,,,,,
38938,5,,,,,,,,,,,,,,
38941,5,,,,,,,,,,,,,,
38942,3,6.0,,,,,,,,,,,,,
38947,6,1.0,0.0,3.0,5.0,,,,,,,,,,
38949,2,,,,,,,,,,,,,,
38951,4,10.0,9.0,14.0,2.0,,,,,,,,,,
38953,2,11.0,4.0,,,,,,,,,,,,
38955,2,13.0,8.0,11.0,12.0,,,,,,,,,,
38956,13,8.0,,,,,,,,,,,,,
38958,3,10.0,6.0,,,,,,,,,,,,
38959,11,5.0,0.0,1.0,13.0,,,,,,,,,,
38961,9,2.0,13.0,12.0,8.0,,,,,,,,,,
38963,10,9.0,4.0,5.0,3.0,,,,,,,,,,
38965,2,,,,,,,,,,,,,,
38968,4,10.0,9.0,5.0,2.0,,,,,,,,,,
38970,6,8.0,0.0,,,,,,,,,,,,
38973,1,14.0,2.0,13.0,8.0,,,,,,,,,,
40050,3,6.0,2.0,8.0,,,,,,,,,,,
40053,3,8.0,6.0,,,,,,,,,,,,
40054,3,6.0,9.0,,,,,,,,,,,,
40056,2,11.0,,,,,,,,,,,,,
40058,3,2.0,0.0,6.0,1.0,,,,,,,,,,
40061,3,,,,,,,,,,,,,,
40083,7,8.0,3.0,11.0,1.0,,,,,,,,,,
40085,8,6.0,9.0,,,,,,,,,,,,
41190,9,4.0,2.0,13.0,12.0,,,,,,,,,,
41192,9,12.0,1.0,13.0,5.0,,,,,,,,,,
41195,9,1.0,8.0,12.0,2.0,,,,,,,,,,
41197,2,11.0,8.0,9.0,,,,,,,,,,,
41200,1,7.0,6.0,5.0,3.0,,,,,,,,,,
41202,11,9.0,2.0,3.0,12.0,,,,,,,,,,
41204,9,2.0,,,,,,,,,,,,,
41206,13,12.0,6.0,11.0,2.0,,,,,,,,,,
41209,9,12.0,,,,,,,,,,,,,
41210,7,6.0,,,,,,,,,,,,,
41215,7,6.0,3.0,,,,,,,,,,,,
41216,9,11.0,8.0,2.0,6.0,,,,,,,,,,
41218,2,7.0,12.0,9.0,8.0,,,,,,,,,,
41219,7,13.0,,,,,,,,,,,,,
41221,3,6.0,7.0,1.0,,,,,,,,,,,
41223,11,13.0,,,,,,,,,,,,,
41225,2,11.0,9.0,0.0,4.0,,,,,,,,,,
41228,11,2.0,8.0,9.0,12.0,,,,,,,,,,
41230,8,6.0,5.0,3.0,11.0,,,,,,,,,,
41231,7,2.0,1.0,0.0,6.0,,,,,,,,,,
41233,6,2.0,11.0,,,,,,,,,,,,
41235,2,13.0,11.0,,,,,,,,,,,,
41237,8,2.0,11.0,,,,,,,,,,,,
41240,1,4.0,13.0,11.0,9.0,,,,,,,,,,
41241,3,9.0,7.0,6.0,8.0,,,,,,,,,,
41243,7,8.0,9.0,12.0,11.0,,,,,,,,,,
41245,3,2.0,7.0,9.0,8.0,,,,,,,,,,
41248,3,6.0,7.0,1.0,,,,,,,,,,,
41250,8,,,,,,,,,,,,,,
41252,8,9.0,3.0,,,,,,,,,,,,
41253,4,2.0,9.0,13.0,12.0,,,,,,,,,,
41255,9,0.0,7.0,,,,,,,,,,,,
41258,13,,,,,,,,,,,,,,
41259,3,2.0,8.0,12.0,4.0,,,,,,,,,,
41261,11,2.0,8.0,9.0,12.0,,,,,,,,,,
41262,2,7.0,1.0,0.0,6.0,,,,,,,,,,
41265,8,7.0,6.0,3.0,,,,,,,,,,,
41266,6,2.0,,,,,,,,,,,,,
41268,11,2.0,8.0,,,,,,,,,,,,
41450,2,7.0,6.0,5.0,9.0,,,,,,,,,,
41451,7,12.0,2.0,6.0,8.0,,,,,,,,,,
41452,12,7.0,14.0,6.0,13.0,,,,,,,,,,
41454,6,3.0,7.0,9.0,,,,,,,,,,,
41456,11,2.0,0.0,9.0,13.0,,,,,,,,,,
41458,2,7.0,8.0,6.0,9.0,,,,,,,,,,
41460,9,,,,,,,,,,,,,,
41462,2,8.0,9.0,12.0,,,,,,,,,,,
41464,11,2.0,9.0,13.0,0.0,,,,,,,,,,
41468,2,9.0,11.0,6.0,0.0,,,,,,,,,,
41470,6,,,,,,,,,,,,,,
41473,11,2.0,8.0,1.0,7.0,,,,,,,,,,
41475,8,1.0,9.0,0.0,11.0,,,,,,,,,,
41477,9,12.0,,,,,,,,,,,,,
41479,6,2.0,11.0,13.0,8.0,,,,,,,,,,
41481,11,2.0,9.0,4.0,10.0,,,,,,,,,,
41485,2,8.0,14.0,13.0,3.0,,,,,,,,,,
41487,11,6.0,7.0,2.0,9.0,,,,,,,,,,
41489,9,12.0,,,,,,,,,,,,,
41491,2,,,,,,,,,,,,,,
41493,6,3.0,,,,,,,,,,,,,
42647,8,14.0,7.0,1.0,5.0,,,,,,,,,,
42649,2,3.0,1.0,5.0,6.0,,,,,,,,,,
42651,3,1.0,11.0,14.0,5.0,,,,,,,,,,
42652,1,,,,,,,,,,,,,,
42655,1,6.0,,,,,,,,,,,,,
42657,6,13.0,1.0,,,,,,,,,,,,
42659,9,,,,,,,,,,,,,,
42661,8,1.0,,,,,,,,,,,,,
42663,6,3.0,,,,,,,,,,,,,
42664,14,12.0,13.0,11.0,9.0,,,,,,,,,,
42667,1,,,,,,,,,,,,,,
42766,2,6.0,,,,,,,,,,,,,
42767,2,8.0,7.0,0.0,6.0,,,,,,,,,,
42768,9,8.0,7.0,0.0,2.0,,,,,,,,,,
42771,2,8.0,6.0,,,,,,,,,,,,
42774,7,8.0,2.0,0.0,11.0,,,,,,,,,,
42775,2,13.0,9.0,6.0,11.0,,,,,,,,,,
42776,3,6.0,0.0,4.0,5.0,,,,,,,,,,
42780,8,2.0,0.0,7.0,11.0,,,,,,,,,,
42781,7,3.0,6.0,13.0,11.0,,,,,,,,,,
42783,9,0.0,2.0,8.0,,,,,,,,,,,
42784,4,6.0,7.0,8.0,0.0,,,,,,,,,,
42788,8,12.0,,,,,,,,,,,,,
42789,0,13.0,6.0,9.0,2.0,,,,,,,,,,
42790,9,12.0,0.0,2.0,1.0,,,,,,,,,,
42791,3,6.0,0.0,4.0,5.0,,,,,,,,,,
42792,2,9.0,6.0,,,,,,,,,,,,
42793,3,1.0,4.0,,,,,,,,,,,,
42794,2,9.0,7.0,13.0,11.0,,,,,,,,,,
42795,12,8.0,1.0,7.0,6.0,,,,,,,,,,
42796,3,8.0,7.0,6.0,,,,,,,,,,,
42797,3,6.0,7.0,4.0,5.0,,,,,,,,,,
42798,7,2.0,8.0,1.0,11.0,,,,,,,,,,
42799,12,2.0,6.0,11.0,1.0,,,,,,,,,,
42800,3,6.0,8.0,7.0,13.0,,,,,,,,,,
42801,6,3.0,,,,,,,,,,,,,
42803,3,7.0,9.0,0.0,11.0,,,,,,,,,,
42804,9,2.0,11.0,6.0,12.0,,,,,,,,,,
42835,6,2.0,8.0,11.0,1.0,,,,,,,,,,
42836,13,,,,,,,,,,,,,,
42838,8,7.0,3.0,6.0,12.0,,,,,,,,,,
42840,9,2.0,12.0,8.0,6.0,,,,,,,,,,
42842,9,8.0,6.0,4.0,2.0,,,,,,,,,,
42844,9,6.0,12.0,2.0,8.0,,,,,,,,,,
42846,2,,,,,,,,,,,,,,
42848,2,9.0,8.0,5.0,,,,,,,,,,,
42850,6,2.0,8.0,11.0,1.0,,,,,,,,,,
42852,2,6.0,9.0,7.0,1.0,,,,,,,,,,
42854,6,2.0,9.0,12.0,7.0,,,,,,,,,,
42856,9,2.0,12.0,8.0,6.0,,,,,,,,,,
42858,2,9.0,13.0,4.0,0.0,,,,,,,,,,
42860,2,7.0,0.0,6.0,9.0,,,,,,,,,,
42862,9,14.0,5.0,6.0,2.0,,,,,,,,,,
42865,9,6.0,11.0,,,,,,,,,,,,
42867,9,11.0,6.0,1.0,13.0,,,,,,,,,,
42869,11,1.0,12.0,2.0,14.0,,,,,,,,,,
42870,2,5.0,9.0,11.0,1.0,,,,,,,,,,
42872,6,9.0,12.0,0.0,,,,,,,,,,,
42875,9,14.0,5.0,3.0,2.0,,,,,,,,,,
42877,6,3.0,4.0,10.0,,,,,,,,,,,
42879,6,3.0,0.0,7.0,10.0,,,,,,,,,,
42881,6,2.0,8.0,9.0,12.0,,,,,,,,,,
42882,2,,,,,,,,,,,,,,
43504,3,,,,,,,,,,,,,,
43505,5,,,,,,,,,,,,,,
43507,2,,,,,,,,,,,,,,
43509,12,,,,,,,,,,,,,,
43510,9,8.0,6.0,2.0,11.0,,,,,,,,,,
43511,5,1.0,11.0,3.0,2.0,,,,,,,,,,
43512,10,4.0,2.0,8.0,12.0,,,,,,,,,,
43515,3,,,,,,,,,,,,,,
44385,6,2.0,9.0,7.0,,,,,,,,,,,
44387,11,1.0,2.0,3.0,9.0,,,,,,,,,,
44393,7,,,,,,,,,,,,,,
44394,11,2.0,,,,,,,,,,,,,
44395,8,3.0,5.0,,,,,,,,,,,,
44396,6,13.0,7.0,2.0,4.0,,,,,,,,,,
44397,6,0.0,12.0,4.0,10.0,,,,,,,,,,
44404,6,11.0,,,,,,,,,,,,,
44405,6,11.0,5.0,,,,,,,,,,,,
44406,6,11.0,5.0,,,,,,,,,,,,
44407,2,11.0,0.0,,,,,,,,,,,,
44408,13,6.0,2.0,4.0,0.0,,,,,,,,,,
44410,8,7.0,3.0,6.0,13.0,,,,,,,,,,
44412,6,11.0,5.0,,,,,,,,,,,,
44413,9,8.0,,,,,,,,,,,,,
44871,7,8.0,1.0,4.0,3.0,,,,,,,,,,
44873,2,9.0,6.0,,,,,,,,,,,,
44879,8,,,,,,,,,,,,,,
44882,4,6.0,9.0,1.0,,,,,,,,,,,
44883,2,9.0,13.0,12.0,6.0,,,,,,,,,,
44884,2,6.0,,,,,,,,,,,,,
44885,6,3.0,0.0,9.0,,,,,,,,,,,
44886,2,1.0,7.0,,,,,,,,,,,,
44888,8,12.0,,,,,,,,,,,,,
44890,6,9.0,1.0,12.0,7.0,,,,,,,,,,
44891,0,5.0,,,,,,,,,,,,,
44892,9,6.0,,,,,,,,,,,,,
44893,9,12.0,13.0,0.0,2.0,,,,,,,,,,
44894,3,2.0,6.0,9.0,,,,,,,,,,,
44895,3,2.0,6.0,9.0,,,,,,,,,,,
44896,8,12.0,1.0,7.0,11.0,,,,,,,,,,
44897,11,3.0,2.0,1.0,7.0,,,,,,,,,,
44898,8,12.0,1.0,7.0,11.0,,,,,,,,,,
44899,3,,,,,,,,,,,,,,
44901,3,6.0,5.0,1.0,4.0,,,,,,,,,,
44903,6,3.0,,,,,,,,,,,,,
44905,0,10.0,,,,,,,,,,,,,
44906,3,,,,,,,,,,,,,,
45092,6,3.0,,,,,,,,,,,,,
45099,3,2.0,14.0,10.0,,,,,,,,,,,
45101,6,,,,,,,,,,,,,,
45103,3,,,,,,,,,,,,,,
45104,6,7.0,3.0,1.0,8.0,,,,,,,,,,
45105,7,6.0,12.0,13.0,2.0,,,,,,,,,,
45107,6,,,,,,,,,,,,,,
45109,9,5.0,8.0,3.0,6.0,,,,,,,,,,
45110,6,,,,,,,,,,,,,,
45112,6,13.0,11.0,,,,,,,,,,,,
45120,6,,,,,,,,,,,,,,
45122,11,1.0,2.0,14.0,8.0,,,,,,,,,,
45126,8,2.0,,,,,,,,,,,,,
45132,11,2.0,,,,,,,,,,,,,
45134,6,9.0,13.0,2.0,11.0,,,,,,,,,,
45137,7,13.0,2.0,6.0,9.0,,,,,,,,,,
45139,3,6.0,,,,,,,,,,,,,
45141,12,2.0,5.0,6.0,,,,,,,,,,,
45142,9,,,,,,,,,,,,,,
45144,6,3.0,,,,,,,,,,,,,
45146,6,3.0,,,,,,,,,,,,,
45148,8,11.0,,,,,,,,,,,,,
45150,3,,,,,,,,,,,,,,
45152,6,5.0,3.0,8.0,2.0,,,,,,,,,,
45153,2,11.0,6.0,3.0,12.0,,,,,,,,,,
45154,9,13.0,10.0,,,,,,,,,,,,
45156,9,,,,,,,,,,,,,,
45159,9,5.0,6.0,3.0,8.0,,,,,,,,,,
45161,8,7.0,11.0,2.0,0.0,,,,,,,,,,
45163,9,13.0,10.0,,,,,,,,,,,,
45165,3,,,,,,,,,,,,,,
45168,3,,,,,,,,,,,,,,
45370,6,,,,,,,,,,,,,,
45829,11,5.0,2.0,9.0,8.0,,,,,,,,,,
45831,5,9.0,2.0,11.0,8.0,,,,,,,,,,
45833,9,2.0,5.0,12.0,0.0,,,,,,,,,,
45835,9,12.0,2.0,1.0,7.0,,,,,,,,,,
45978,7,6.0,11.0,0.0,12.0,,,,,,,,,,
45980,9,2.0,6.0,,,,,,,,,,,,
45982,9,2.0,13.0,5.0,11.0,,,,,,,,,,
45984,7,5.0,9.0,13.0,0.0,,,,,,,,,,
45986,3,6.0,2.0,1.0,4.0,,,,,,,,,,
45988,2,11.0,,,,,,,,,,,,,
45990,8,2.0,12.0,,,,,,,,,,,,
45992,0,7.0,9.0,1.0,,,,,,,,,,,
45994,8,9.0,11.0,6.0,,,,,,,,,,,
45996,4,,,,,,,,,,,,,,
45999,9,8.0,13.0,0.0,12.0,,,,,,,,,,
46003,9,8.0,13.0,0.0,12.0,,,,,,,,,,
46005,11,4.0,9.0,0.0,8.0,,,,,,,,,,
46009,6,13.0,,,,,,,,,,,,,
46011,8,2.0,12.0,11.0,4.0,,,,,,,,,,
46013,12,13.0,9.0,7.0,2.0,,,,,,,,,,
46015,10,12.0,9.0,11.0,13.0,,,,,,,,,,
