,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,Write-In cells: 137,,,,,,,,,,,,,,
2,Overvote cells: 256,,,,,,,,,,,,,,
3,Steven B. Raga: 0,,,,,,,,,,,,,,
4,Ebony R. Young: 1,,,,,,,,,,,,,,
5,Julie Won: 2,,,,,,,,,,,,,,
6,Denise M. Keehan-Smith: 3,,,,,,,,,,,,,,
7,Badrun Khan: 4,,,,,,,,,,,,,,
8,Glennis E. Gomez: 5,,,,,,,,,,,,,,
9,Brent O'Leary: 6,,,,,,,,,,,,,,
10,Emily E. Sharpe: 7,,,,,,,,,,,,,,
11,Julia L. Forman: 8,,,,,,,,,,,,,,
12,Amit S. Bagga: 9,,,,,,,,,,,,,,
13,Sultan Al Maruf: 10,,,,,,,,,,,,,,
14,Hailie Kim: 11,,,,,,,,,,,,,,
15,Jesse Laymon: 12,,,,,,,,,,,,,,
16,Jonathan Bailey: 13,,,,,,,,,,,,,,
17,Lorenzo Brea: 14,,,,,,,,,,,,,,
214533,2,8.0,13.0,11.0,9.0,,,,,,,,,,
214540,8,,,,,,,,,,,,,,
214541,3,,,,,,,,,,,,,,
214543,8,13.0,0.0,10.0,2.0,,,,,,,,,,
214544,3,,,,,,,,,,,,,,
214550,7,8.0,,,,,,,,,,,,,
214551,4,10.0,6.0,8.0,0.0,,,,,,,,,,
215183,1,13.0,3.0,12.0,14.0,,,,,,,,,,
215193,9,,,,,,,,,,,,,,
215194,6,2.0,11.0,9.0,8.0,,,,,,,,,,
215198,9,8.0,13.0,2.0,1.0,,,,,,,,,,
215199,9,12.0,13.0,6.0,2.0,,,,,,,,,,
215203,13,9.0,12.0,8.0,11.0,,,,,,,,,,
215205,6,12.0,8.0,2.0,9.0,,,,,,,,,,
215207,8,2.0,1.0,7.0,3.0,,,,,,,,,,
215209,4,6.0,9.0,5.0,3.0,,,,,,,,,,
215216,4,10.0,6.0,9.0,8.0,,,,,,,,,,
215218,2,8.0,7.0,5.0,6.0,,,,,,,,,,
215223,2,4.0,6.0,13.0,,,,,,,,,,,
215231,2,5.0,,,,,,,,,,,,,
215240,2,6.0,8.0,12.0,9.0,,,,,,,,,,
215244,9,2.0,8.0,13.0,,,,,,,,,,,
215257,3,8.0,7.0,14.0,0.0,,,,,,,,,,
215258,9,11.0,,,,,,,,,,,,,
215261,8,2.0,14.0,,,,,,,,,,,,
215265,9,2.0,,,,,,,,,,,,,
215267,9,6.0,12.0,,,,,,,,,,,,
215274,5,7.0,3.0,8.0,6.0,,,,,,,,,,
215278,9,12.0,,,,,,,,,,,,,
215280,4,,,,,,,,,,,,,,
215285,6,,,,,,,,,,,,,,
215287,7,4.0,14.0,6.0,8.0,,,,,,,,,,
215292,2,11.0,,,,,,,,,,,,,
215295,3,0.0,6.0,8.0,13.0,,,,,,,,,,
215301,13,9.0,12.0,4.0,2.0,,,,,,,,,,
215304,8,7.0,2.0,14.0,11.0,,,,,,,,,,
215314,8,9.0,12.0,,,,,,,,,,,,
215325,8,6.0,13.0,2.0,11.0,,,,,,,,,,
215332,8,,,,,,,,,,,,,,
215333,0,,,,,,,,,,,,,,
215334,12,9.0,13.0,6.0,10.0,,,,,,,,,,
215336,1,,,,,,,,,,,,,,
215337,8,10.0,13.0,5.0,2.0,,,,,,,,,,
215341,8,,,,,,,,,,,,,,
215343,6,,,,,,,,,,,,,,
215344,3,,,,,,,,,,,,,,
215348,9,12.0,13.0,0.0,2.0,,,,,,,,,,
215349,9,6.0,2.0,8.0,12.0,,,,,,,,,,
215664,11,,,,,,,,,,,,,,
215665,8,3.0,7.0,,,,,,,,,,,,
215673,7,14.0,,,,,,,,,,,,,
215674,2,9.0,,,,,,,,,,,,,
215675,8,1.0,4.0,5.0,3.0,,,,,,,,,,
215683,11,13.0,12.0,8.0,2.0,,,,,,,,,,
215684,2,12.0,11.0,9.0,8.0,,,,,,,,,,
215688,6,,,,,,,,,,,,,,
215693,2,14.0,11.0,7.0,,,,,,,,,,,
215694,8,,,,,,,,,,,,,,
215696,2,8.0,9.0,12.0,6.0,,,,,,,,,,
215699,2,8.0,9.0,0.0,12.0,,,,,,,,,,
215700,5,,,,,,,,,,,,,,
215704,4,,,,,,,,,,,,,,
215706,9,13.0,2.0,11.0,4.0,,,,,,,,,,
215707,9,2.0,,,,,,,,,,,,,
215708,5,6.0,0.0,2.0,1.0,,,,,,,,,,
215709,7,2.0,5.0,8.0,0.0,,,,,,,,,,
215712,9,11.0,12.0,7.0,13.0,,,,,,,,,,
215713,13,8.0,9.0,12.0,0.0,,,,,,,,,,
215715,8,6.0,2.0,13.0,9.0,,,,,,,,,,
215716,9,12.0,6.0,8.0,11.0,,,,,,,,,,
215717,0,8.0,5.0,6.0,4.0,,,,,,,,,,
215718,8,9.0,1.0,2.0,7.0,,,,,,,,,,
215720,11,9.0,0.0,2.0,13.0,,,,,,,,,,
215726,5,1.0,14.0,13.0,4.0,,,,,,,,,,
215729,4,,,,,,,,,,,,,,
215730,12,2.0,9.0,10.0,11.0,,,,,,,,,,
215732,14,3.0,8.0,7.0,13.0,,,,,,,,,,
215734,8,2.0,,,,,,,,,,,,,
215738,9,2.0,12.0,8.0,4.0,,,,,,,,,,
215741,2,0.0,,,,,,,,,,,,,
215743,9,12.0,13.0,8.0,5.0,,,,,,,,,,
215744,2,7.0,8.0,11.0,4.0,,,,,,,,,,
215747,8,0.0,3.0,2.0,10.0,,,,,,,,,,
215752,8,2.0,9.0,,,,,,,,,,,,
215762,12,0.0,7.0,2.0,4.0,,,,,,,,,,
215767,2,0.0,8.0,4.0,9.0,,,,,,,,,,
215768,13,9.0,5.0,2.0,4.0,,,,,,,,,,
215776,9,4.0,2.0,0.0,,,,,,,,,,,
215779,3,,,,,,,,,,,,,,
215781,12,8.0,6.0,9.0,2.0,,,,,,,,,,
215783,11,2.0,4.0,5.0,13.0,,,,,,,,,,
215784,9,0.0,4.0,,,,,,,,,,,,
215785,13,9.0,,,,,,,,,,,,,
215788,13,0.0,,,,,,,,,,,,,
215789,5,1.0,4.0,,,,,,,,,,,,
215790,1,,,,,,,,,,,,,,
215794,2,,,,,,,,,,,,,,
215795,9,2.0,4.0,7.0,5.0,,,,,,,,,,
215797,11,7.0,4.0,2.0,8.0,,,,,,,,,,
215800,8,2.0,11.0,1.0,9.0,,,,,,,,,,
215803,9,2.0,13.0,0.0,,,,,,,,,,,
215808,12,2.0,,,,,,,,,,,,,
215811,11,2.0,4.0,0.0,7.0,,,,,,,,,,
215816,12,6.0,13.0,10.0,4.0,,,,,,,,,,
215824,14,8.0,5.0,2.0,13.0,,,,,,,,,,
215826,9,3.0,8.0,1.0,11.0,,,,,,,,,,
215832,4,6.0,9.0,5.0,3.0,,,,,,,,,,
215835,5,,,,,,,,,,,,,,
216317,0,5.0,4.0,11.0,2.0,,,,,,,,,,
216321,2,4.0,8.0,11.0,14.0,,,,,,,,,,
216324,8,1.0,11.0,3.0,14.0,,,,,,,,,,
216327,2,6.0,4.0,,,,,,,,,,,,
216332,4,11.0,9.0,2.0,5.0,,,,,,,,,,
216333,0,,,,,,,,,,,,,,
216335,11,9.0,,,,,,,,,,,,,
216342,2,5.0,4.0,,,,,,,,,,,,
216343,1,0.0,5.0,,,,,,,,,,,,
216344,9,2.0,8.0,,,,,,,,,,,,
216351,5,8.0,12.0,14.0,13.0,,,,,,,,,,
216354,9,11.0,1.0,2.0,14.0,,,,,,,,,,
216358,0,6.0,8.0,3.0,,,,,,,,,,,
216363,8,9.0,12.0,,,,,,,,,,,,
216365,4,10.0,12.0,13.0,8.0,,,,,,,,,,
216371,6,2.0,8.0,12.0,0.0,,,,,,,,,,
216375,9,3.0,5.0,,,,,,,,,,,,
216379,2,9.0,1.0,11.0,8.0,,,,,,,,,,
216381,13,2.0,9.0,6.0,1.0,,,,,,,,,,
216391,13,8.0,6.0,0.0,5.0,,,,,,,,,,
216394,6,2.0,,,,,,,,,,,,,
216397,5,8.0,12.0,,,,,,,,,,,,
216398,9,,,,,,,,,,,,,,
216405,9,2.0,,,,,,,,,,,,,
216408,1,,,,,,,,,,,,,,
216409,2,,,,,,,,,,,,,,
216414,8,7.0,,,,,,,,,,,,,
216419,3,1.0,0.0,9.0,2.0,,,,,,,,,,
216420,1,11.0,2.0,7.0,,,,,,,,,,,
216423,8,7.0,,,,,,,,,,,,,
216424,8,9.0,3.0,7.0,13.0,,,,,,,,,,
216427,8,2.0,12.0,6.0,13.0,,,,,,,,,,
216431,2,12.0,11.0,6.0,13.0,,,,,,,,,,
216432,4,9.0,10.0,0.0,5.0,,,,,,,,,,
216435,9,13.0,,,,,,,,,,,,,
216439,13,8.0,3.0,14.0,7.0,,,,,,,,,,
216441,10,6.0,5.0,4.0,12.0,,,,,,,,,,
216443,4,,,,,,,,,,,,,,
216445,2,4.0,6.0,11.0,7.0,,,,,,,,,,
216446,1,11.0,10.0,2.0,4.0,,,,,,,,,,
216451,12,13.0,9.0,0.0,10.0,,,,,,,,,,
216455,2,11.0,3.0,10.0,5.0,,,,,,,,,,
216458,7,1.0,12.0,3.0,9.0,,,,,,,,,,
216462,9,2.0,8.0,4.0,13.0,,,,,,,,,,
216473,9,2.0,5.0,14.0,11.0,,,,,,,,,,
216479,9,4.0,10.0,,,,,,,,,,,,
216480,2,6.0,9.0,4.0,1.0,,,,,,,,,,
216481,8,7.0,14.0,5.0,,,,,,,,,,,
216482,9,2.0,,,,,,,,,,,,,
216483,8,,,,,,,,,,,,,,
216484,12,2.0,9.0,,,,,,,,,,,,
216485,2,13.0,11.0,0.0,7.0,,,,,,,,,,
216486,12,9.0,,,,,,,,,,,,,
216780,14,,,,,,,,,,,,,,
216781,9,11.0,1.0,12.0,8.0,,,,,,,,,,
216784,8,9.0,6.0,12.0,,,,,,,,,,,
216789,4,2.0,1.0,13.0,10.0,,,,,,,,,,
216790,8,9.0,12.0,2.0,13.0,,,,,,,,,,
216795,4,0.0,14.0,13.0,10.0,,,,,,,,,,
216807,4,12.0,7.0,0.0,,,,,,,,,,,
216811,12,,,,,,,,,,,,,,
216812,4,10.0,,,,,,,,,,,,,
216813,8,,,,,,,,,,,,,,
216816,4,9.0,12.0,11.0,0.0,,,,,,,,,,
216824,8,7.0,3.0,14.0,5.0,,,,,,,,,,
216828,2,11.0,12.0,9.0,,,,,,,,,,,
216830,7,6.0,0.0,9.0,12.0,,,,,,,,,,
216832,9,12.0,2.0,,,,,,,,,,,,
216836,11,2.0,9.0,8.0,,,,,,,,,,,
216847,2,11.0,8.0,13.0,9.0,,,,,,,,,,
216848,9,12.0,,,,,,,,,,,,,
216850,13,2.0,11.0,12.0,9.0,,,,,,,,,,
216855,2,1.0,8.0,11.0,0.0,,,,,,,,,,
216856,4,,,,,,,,,,,,,,
216857,5,,,,,,,,,,,,,,
216858,0,2.0,3.0,11.0,12.0,,,,,,,,,,
216864,2,12.0,11.0,8.0,0.0,,,,,,,,,,
216867,5,,,,,,,,,,,,,,
216868,11,2.0,,,,,,,,,,,,,
216869,9,0.0,8.0,,,,,,,,,,,,
216871,9,0.0,2.0,12.0,5.0,,,,,,,,,,
216874,0,,,,,,,,,,,,,,
216875,2,0.0,,,,,,,,,,,,,
216877,9,12.0,2.0,4.0,1.0,,,,,,,,,,
216878,12,9.0,2.0,8.0,13.0,,,,,,,,,,
216879,8,2.0,,,,,,,,,,,,,
216880,8,,,,,,,,,,,,,,
216883,0,2.0,12.0,8.0,9.0,,,,,,,,,,
216886,8,1.0,3.0,12.0,13.0,,,,,,,,,,
216888,9,13.0,7.0,11.0,3.0,,,,,,,,,,
216890,8,9.0,,,,,,,,,,,,,
216891,8,12.0,7.0,14.0,5.0,,,,,,,,,,
216897,8,3.0,,,,,,,,,,,,,
216898,8,1.0,7.0,4.0,3.0,,,,,,,,,,
216900,2,4.0,8.0,9.0,0.0,,,,,,,,,,
216905,2,,,,,,,,,,,,,,
216911,0,7.0,3.0,14.0,13.0,,,,,,,,,,
216916,11,1.0,2.0,7.0,4.0,,,,,,,,,,
216922,13,,,,,,,,,,,,,,
216930,4,,,,,,,,,,,,,,
216933,9,8.0,,,,,,,,,,,,,
216934,9,,,,,,,,,,,,,,
216935,5,10.0,9.0,,,,,,,,,,,,
216936,8,,,,,,,,,,,,,,
216940,11,8.0,2.0,,,,,,,,,,,,
216942,8,7.0,,,,,,,,,,,,,
216944,5,4.0,8.0,1.0,9.0,,,,,,,,,,
216945,2,6.0,13.0,12.0,9.0,,,,,,,,,,
216947,2,0.0,11.0,8.0,,,,,,,,,,,
216948,12,5.0,,,,,,,,,,,,,
217358,8,10.0,5.0,11.0,,,,,,,,,,,
217361,11,2.0,1.0,7.0,12.0,,,,,,,,,,
217362,3,2.0,,,,,,,,,,,,,
217363,4,,,,,,,,,,,,,,
217365,6,,,,,,,,,,,,,,
217366,2,11.0,8.0,12.0,9.0,,,,,,,,,,
217367,3,1.0,5.0,2.0,8.0,,,,,,,,,,
217368,2,13.0,8.0,5.0,,,,,,,,,,,
217370,2,13.0,12.0,,,,,,,,,,,,
217373,11,9.0,2.0,8.0,12.0,,,,,,,,,,
217378,4,2.0,12.0,,,,,,,,,,,,
217379,0,1.0,7.0,2.0,,,,,,,,,,,
217380,8,5.0,0.0,,,,,,,,,,,,
217383,6,13.0,8.0,2.0,7.0,,,,,,,,,,
217385,9,13.0,11.0,2.0,4.0,,,,,,,,,,
217386,9,12.0,11.0,13.0,2.0,,,,,,,,,,
217388,5,2.0,14.0,0.0,8.0,,,,,,,,,,
217389,9,2.0,6.0,1.0,8.0,,,,,,,,,,
217390,5,8.0,11.0,,,,,,,,,,,,
217392,9,2.0,1.0,0.0,,,,,,,,,,,
217395,9,6.0,1.0,4.0,3.0,,,,,,,,,,
217397,3,6.0,,,,,,,,,,,,,
217399,4,,,,,,,,,,,,,,
217400,4,10.0,,,,,,,,,,,,,
217401,11,4.0,2.0,,,,,,,,,,,,
217402,7,8.0,12.0,2.0,1.0,,,,,,,,,,
217403,2,13.0,,,,,,,,,,,,,
217406,10,4.0,1.0,8.0,12.0,,,,,,,,,,
217407,12,9.0,6.0,,,,,,,,,,,,
217409,11,2.0,,,,,,,,,,,,,
217410,11,2.0,4.0,,,,,,,,,,,,
217412,8,14.0,9.0,12.0,6.0,,,,,,,,,,
217416,2,9.0,13.0,12.0,1.0,,,,,,,,,,
217418,5,,,,,,,,,,,,,,
217419,3,9.0,,,,,,,,,,,,,
217421,6,5.0,2.0,8.0,10.0,,,,,,,,,,
217422,2,13.0,,,,,,,,,,,,,
217423,4,,,,,,,,,,,,,,
217424,9,2.0,12.0,0.0,11.0,,,,,,,,,,
217427,9,2.0,12.0,,,,,,,,,,,,
217428,2,8.0,,,,,,,,,,,,,
217429,4,10.0,,,,,,,,,,,,,
217430,5,13.0,2.0,12.0,4.0,,,,,,,,,,
217432,4,10.0,6.0,13.0,12.0,,,,,,,,,,
217433,2,13.0,6.0,5.0,11.0,,,,,,,,,,
217436,1,2.0,12.0,,,,,,,,,,,,
217439,13,7.0,6.0,9.0,2.0,,,,,,,,,,
217440,8,7.0,2.0,11.0,14.0,,,,,,,,,,
217442,9,2.0,11.0,,,,,,,,,,,,
217443,12,11.0,,,,,,,,,,,,,
217445,8,1.0,7.0,11.0,3.0,,,,,,,,,,
217447,8,,,,,,,,,,,,,,
217450,2,1.0,9.0,0.0,11.0,,,,,,,,,,
217451,11,8.0,12.0,13.0,2.0,,,,,,,,,,
217452,3,1.0,8.0,4.0,2.0,,,,,,,,,,
217453,7,,,,,,,,,,,,,,
217455,9,0.0,14.0,,,,,,,,,,,,
217456,2,13.0,0.0,,,,,,,,,,,,
217457,11,2.0,0.0,,,,,,,,,,,,
217458,9,12.0,6.0,13.0,2.0,,,,,,,,,,
217459,3,9.0,,,,,,,,,,,,,
217460,9,7.0,11.0,2.0,8.0,,,,,,,,,,
217462,2,11.0,1.0,13.0,,,,,,,,,,,
217463,2,,,,,,,,,,,,,,
217464,8,9.0,2.0,6.0,11.0,,,,,,,,,,
217470,6,0.0,,,,,,,,,,,,,
217472,8,5.0,,,,,,,,,,,,,
217475,2,0.0,,,,,,,,,,,,,
217476,9,13.0,11.0,12.0,6.0,,,,,,,,,,
217477,2,,,,,,,,,,,,,,
217478,2,6.0,9.0,7.0,5.0,,,,,,,,,,
217479,8,,,,,,,,,,,,,,
217480,8,11.0,3.0,13.0,5.0,,,,,,,,,,
217481,9,13.0,2.0,12.0,0.0,,,,,,,,,,
217482,1,2.0,11.0,0.0,9.0,,,,,,,,,,
217483,0,2.0,,,,,,,,,,,,,
217484,12,2.0,9.0,13.0,8.0,,,,,,,,,,
217486,9,2.0,6.0,,,,,,,,,,,,
217490,8,11.0,6.0,0.0,7.0,,,,,,,,,,
217491,4,12.0,14.0,3.0,13.0,,,,,,,,,,
217492,9,12.0,2.0,8.0,4.0,,,,,,,,,,
217495,5,11.0,3.0,13.0,9.0,,,,,,,,,,
217496,2,5.0,12.0,11.0,7.0,,,,,,,,,,
217499,2,,,,,,,,,,,,,,
217500,9,,,,,,,,,,,,,,
217501,9,11.0,2.0,5.0,0.0,,,,,,,,,,
217502,11,12.0,8.0,9.0,3.0,,,,,,,,,,
217503,8,14.0,0.0,13.0,12.0,,,,,,,,,,
217504,14,5.0,9.0,8.0,12.0,,,,,,,,,,
217505,2,,,,,,,,,,,,,,
217511,9,12.0,2.0,13.0,5.0,,,,,,,,,,
217512,2,8.0,1.0,0.0,5.0,,,,,,,,,,
217513,9,0.0,,,,,,,,,,,,,
217515,13,12.0,8.0,2.0,6.0,,,,,,,,,,
217517,4,,,,,,,,,,,,,,
217518,8,9.0,0.0,,,,,,,,,,,,
217520,5,8.0,1.0,11.0,14.0,,,,,,,,,,
217522,2,9.0,13.0,12.0,1.0,,,,,,,,,,
217523,11,7.0,13.0,8.0,14.0,,,,,,,,,,
217928,8,9.0,6.0,11.0,2.0,,,,,,,,,,
217929,1,,,,,,,,,,,,,,
217930,8,,,,,,,,,,,,,,
217931,11,,,,,,,,,,,,,,
217932,10,14.0,4.0,12.0,7.0,,,,,,,,,,
217933,9,13.0,1.0,5.0,11.0,,,,,,,,,,
217934,2,11.0,12.0,8.0,13.0,,,,,,,,,,
217935,9,12.0,13.0,,,,,,,,,,,,
217938,2,1.0,7.0,0.0,8.0,,,,,,,,,,
217939,6,9.0,2.0,4.0,12.0,,,,,,,,,,
217941,8,9.0,6.0,11.0,4.0,,,,,,,,,,
217943,8,9.0,6.0,2.0,,,,,,,,,,,
217944,4,,,,,,,,,,,,,,
217947,11,2.0,3.0,7.0,,,,,,,,,,,
217948,8,2.0,9.0,1.0,11.0,,,,,,,,,,
217950,9,11.0,0.0,,,,,,,,,,,,
217956,1,8.0,2.0,10.0,,,,,,,,,,,
217957,2,5.0,1.0,11.0,13.0,,,,,,,,,,
217958,13,,,,,,,,,,,,,,
217960,8,,,,,,,,,,,,,,
217961,4,,,,,,,,,,,,,,
217963,5,6.0,3.0,8.0,,,,,,,,,,,
217966,9,13.0,7.0,,,,,,,,,,,,
217967,6,0.0,,,,,,,,,,,,,
217968,13,6.0,8.0,11.0,2.0,,,,,,,,,,
217970,6,8.0,2.0,9.0,7.0,,,,,,,,,,
217973,8,2.0,5.0,13.0,,,,,,,,,,,
217974,13,9.0,2.0,11.0,8.0,,,,,,,,,,
217976,9,6.0,13.0,1.0,,,,,,,,,,,
217977,9,2.0,11.0,8.0,12.0,,,,,,,,,,
217980,13,9.0,,,,,,,,,,,,,
217981,8,2.0,11.0,1.0,7.0,,,,,,,,,,
217982,7,,,,,,,,,,,,,,
217985,5,9.0,,,,,,,,,,,,,
217986,13,7.0,11.0,14.0,2.0,,,,,,,,,,
217987,5,,,,,,,,,,,,,,
217988,8,13.0,3.0,9.0,5.0,,,,,,,,,,
217989,6,3.0,8.0,4.0,,,,,,,,,,,
217990,13,2.0,8.0,12.0,,,,,,,,,,,
217992,8,6.0,12.0,,,,,,,,,,,,
217996,4,,,,,,,,,,,,,,
217998,9,4.0,0.0,7.0,3.0,,,,,,,,,,
217999,2,12.0,10.0,13.0,,,,,,,,,,,
218000,2,,,,,,,,,,,,,,
218001,9,2.0,8.0,,,,,,,,,,,,
218002,8,12.0,7.0,11.0,13.0,,,,,,,,,,
218003,11,3.0,2.0,1.0,6.0,,,,,,,,,,
218004,5,2.0,1.0,7.0,8.0,,,,,,,,,,
218005,2,4.0,11.0,7.0,9.0,,,,,,,,,,
218007,8,1.0,7.0,3.0,2.0,,,,,,,,,,
218008,2,13.0,9.0,,,,,,,,,,,,
218009,2,1.0,8.0,7.0,,,,,,,,,,,
218010,8,,,,,,,,,,,,,,
218013,4,,,,,,,,,,,,,,
218016,7,12.0,11.0,1.0,,,,,,,,,,,
218017,9,0.0,7.0,8.0,,,,,,,,,,,
218018,8,7.0,13.0,1.0,14.0,,,,,,,,,,
218019,0,5.0,14.0,2.0,4.0,,,,,,,,,,
218020,4,10.0,8.0,7.0,13.0,,,,,,,,,,
218023,9,12.0,7.0,11.0,8.0,,,,,,,,,,
218024,8,9.0,7.0,2.0,0.0,,,,,,,,,,
218026,2,,,,,,,,,,,,,,
218027,11,2.0,9.0,10.0,12.0,,,,,,,,,,
218030,9,13.0,2.0,11.0,8.0,,,,,,,,,,
218032,8,,,,,,,,,,,,,,
218033,6,,,,,,,,,,,,,,
218035,3,11.0,8.0,,,,,,,,,,,,
218036,3,0.0,,,,,,,,,,,,,
218037,4,10.0,5.0,6.0,0.0,,,,,,,,,,
218038,2,13.0,11.0,,,,,,,,,,,,
218039,6,4.0,13.0,2.0,,,,,,,,,,,
218040,9,7.0,11.0,,,,,,,,,,,,
218042,9,13.0,,,,,,,,,,,,,
218043,4,10.0,,,,,,,,,,,,,
218044,3,6.0,0.0,,,,,,,,,,,,
218046,9,4.0,12.0,13.0,5.0,,,,,,,,,,
218048,2,12.0,0.0,13.0,,,,,,,,,,,
218050,2,11.0,1.0,8.0,7.0,,,,,,,,,,
218051,9,1.0,2.0,4.0,8.0,,,,,,,,,,
218052,6,,,,,,,,,,,,,,
218053,5,1.0,2.0,8.0,3.0,,,,,,,,,,
218055,4,,,,,,,,,,,,,,
218056,5,,,,,,,,,,,,,,
218057,2,0.0,12.0,8.0,7.0,,,,,,,,,,
218058,10,4.0,8.0,,,,,,,,,,,,
218059,5,2.0,8.0,1.0,3.0,,,,,,,,,,
218061,4,,,,,,,,,,,,,,
218062,2,7.0,9.0,8.0,,,,,,,,,,,
218063,4,2.0,11.0,8.0,5.0,,,,,,,,,,
218064,2,9.0,12.0,8.0,13.0,,,,,,,,,,
218065,10,4.0,,,,,,,,,,,,,
218066,2,1.0,,,,,,,,,,,,,
218067,13,12.0,8.0,2.0,11.0,,,,,,,,,,
218068,9,8.0,11.0,6.0,12.0,,,,,,,,,,
218069,7,10.0,8.0,,,,,,,,,,,,
218070,8,5.0,3.0,7.0,13.0,,,,,,,,,,
218071,4,,,,,,,,,,,,,,
218073,5,9.0,4.0,11.0,10.0,,,,,,,,,,
218076,13,,,,,,,,,,,,,,
218077,5,,,,,,,,,,,,,,
218078,12,8.0,2.0,11.0,13.0,,,,,,,,,,
218079,4,9.0,10.0,2.0,1.0,,,,,,,,,,
218082,11,2.0,5.0,13.0,10.0,,,,,,,,,,
218083,8,,,,,,,,,,,,,,
218087,1,2.0,9.0,4.0,,,,,,,,,,,
218088,1,8.0,7.0,11.0,2.0,,,,,,,,,,
218089,2,11.0,8.0,5.0,0.0,,,,,,,,,,
218090,12,2.0,8.0,4.0,1.0,,,,,,,,,,
218091,5,1.0,11.0,2.0,7.0,,,,,,,,,,
218092,2,6.0,9.0,7.0,5.0,,,,,,,,,,
218093,5,12.0,4.0,1.0,10.0,,,,,,,,,,
218094,9,13.0,2.0,,,,,,,,,,,,
218436,3,8.0,,,,,,,,,,,,,
218437,9,12.0,6.0,11.0,13.0,,,,,,,,,,
218439,12,13.0,2.0,9.0,,,,,,,,,,,
218440,7,3.0,8.0,2.0,4.0,,,,,,,,,,
218443,2,1.0,,,,,,,,,,,,,
218444,3,4.0,7.0,,,,,,,,,,,,
218445,2,8.0,13.0,6.0,,,,,,,,,,,
218446,2,9.0,13.0,5.0,4.0,,,,,,,,,,
218447,2,11.0,,,,,,,,,,,,,
218448,11,2.0,8.0,,,,,,,,,,,,
218449,2,9.0,13.0,4.0,12.0,,,,,,,,,,
218451,5,13.0,9.0,11.0,,,,,,,,,,,
218452,12,2.0,4.0,7.0,1.0,,,,,,,,,,
218457,2,9.0,13.0,11.0,,,,,,,,,,,
218459,2,8.0,,,,,,,,,,,,,
218460,5,,,,,,,,,,,,,,
218462,5,8.0,,,,,,,,,,,,,
218463,6,2.0,,,,,,,,,,,,,
218464,2,9.0,12.0,0.0,5.0,,,,,,,,,,
218466,13,9.0,,,,,,,,,,,,,
218468,1,4.0,0.0,12.0,,,,,,,,,,,
218469,4,,,,,,,,,,,,,,
218471,9,12.0,6.0,0.0,13.0,,,,,,,,,,
218472,2,8.0,,,,,,,,,,,,,
218473,2,13.0,9.0,12.0,11.0,,,,,,,,,,
218474,2,8.0,6.0,,,,,,,,,,,,
218475,4,10.0,1.0,9.0,5.0,,,,,,,,,,
218476,2,10.0,7.0,1.0,,,,,,,,,,,
218477,1,,,,,,,,,,,,,,
218478,2,11.0,6.0,8.0,12.0,,,,,,,,,,
218479,12,2.0,3.0,11.0,1.0,,,,,,,,,,
218480,11,12.0,2.0,4.0,9.0,,,,,,,,,,
218483,11,7.0,8.0,3.0,2.0,,,,,,,,,,
218484,11,1.0,2.0,,,,,,,,,,,,
218486,5,9.0,2.0,8.0,0.0,,,,,,,,,,
218487,2,13.0,12.0,8.0,6.0,,,,,,,,,,
218488,8,,,,,,,,,,,,,,
218492,4,,,,,,,,,,,,,,
218493,8,2.0,0.0,9.0,11.0,,,,,,,,,,
218497,11,2.0,12.0,5.0,13.0,,,,,,,,,,
218498,11,2.0,14.0,5.0,9.0,,,,,,,,,,
218499,9,0.0,12.0,,,,,,,,,,,,
218501,2,10.0,,,,,,,,,,,,,
218502,9,12.0,8.0,7.0,,,,,,,,,,,
218503,11,4.0,9.0,0.0,2.0,,,,,,,,,,
218504,8,12.0,2.0,14.0,5.0,,,,,,,,,,
218505,8,12.0,2.0,,,,,,,,,,,,
218506,2,12.0,8.0,1.0,5.0,,,,,,,,,,
218507,8,3.0,7.0,,,,,,,,,,,,
218509,13,9.0,2.0,11.0,12.0,,,,,,,,,,
218511,7,,,,,,,,,,,,,,
218515,11,13.0,12.0,2.0,8.0,,,,,,,,,,
218519,0,9.0,6.0,7.0,8.0,,,,,,,,,,
218521,4,,,,,,,,,,,,,,
218522,3,8.0,,,,,,,,,,,,,
218523,13,7.0,11.0,0.0,1.0,,,,,,,,,,
218524,0,11.0,7.0,2.0,5.0,,,,,,,,,,
218527,2,10.0,7.0,3.0,11.0,,,,,,,,,,
218528,3,2.0,0.0,9.0,,,,,,,,,,,
218529,0,,,,,,,,,,,,,,
218530,9,12.0,,,,,,,,,,,,,
218531,8,,,,,,,,,,,,,,
218532,8,12.0,1.0,7.0,6.0,,,,,,,,,,
218533,2,8.0,1.0,14.0,10.0,,,,,,,,,,
218534,8,2.0,,,,,,,,,,,,,
218535,9,13.0,8.0,12.0,11.0,,,,,,,,,,
218538,13,2.0,9.0,12.0,11.0,,,,,,,,,,
218539,13,11.0,2.0,8.0,12.0,,,,,,,,,,
218540,9,,,,,,,,,,,,,,
218541,8,,,,,,,,,,,,,,
218543,9,4.0,7.0,2.0,8.0,,,,,,,,,,
218544,3,8.0,7.0,1.0,5.0,,,,,,,,,,
218545,2,11.0,8.0,13.0,6.0,,,,,,,,,,
218547,10,6.0,1.0,,,,,,,,,,,,
218549,1,7.0,12.0,8.0,11.0,,,,,,,,,,
